evaluation,mape
2.000000000000000000e+00,1.319419904018267697e+00
1.000000000000000000e+01,3.219002058913388087e+00
2.000000000000000000e+01,2.419275932991972855e+00
3.000000000000000000e+01,2.108354125494628306e+00
4.000000000000000000e+01,2.146988419973332451e+00
5.000000000000000000e+01,4.282988290063408088e-01
6.000000000000000000e+01,3.688041141395573819e-01
7.000000000000000000e+01,3.637003592367581972e-01
8.000000000000000000e+01,2.695636148410042177e-01
9.000000000000000000e+01,3.063823897859963008e-01
1.000000000000000000e+02,1.521893631648529865e-01
