evaluation,mape
2.000000000000000000e+00,5.127972001774981914e-01
1.000000000000000000e+01,7.808379273188781333e-01
2.000000000000000000e+01,8.077599137412062591e-01
3.000000000000000000e+01,5.712327158277273886e-01
4.000000000000000000e+01,2.915056912797768240e-01
5.000000000000000000e+01,2.843813812353876980e-01
6.000000000000000000e+01,3.105344622123653031e-01
7.000000000000000000e+01,2.902784912484350222e-01
8.000000000000000000e+01,2.622336491422467830e-01
9.000000000000000000e+01,2.811149516308920071e-01
1.000000000000000000e+02,2.711165795667968559e-01
