environmental,controllable,controllable,environmental,controllable,environmental,output
9.689976572990417480e-01,3.842578232288360596e-01,8.144792914390563965e-01,7.365067005157470703e-01,1.875182241201400757e-01,5.857326388359069824e-01,-1.321656554937362671e-01
5.763916373252868652e-01,8.336679339408874512e-01,7.917301058769226074e-01,9.952850341796875000e-01,2.009563297033309937e-01,4.428410232067108154e-01,-3.620436787605285645e-02
8.694096803665161133e-01,1.477835476398468018e-01,3.619414269924163818e-01,7.145969271659851074e-01,3.047249615192413330e-01,4.327998757362365723e-01,-9.498801827430725098e-02
9.188989996910095215e-01,1.470949798822402954e-01,3.646978735923767090e-01,6.665225625038146973e-01,3.045337498188018799e-01,5.027030706405639648e-01,-1.432048380374908447e-01
6.204413175582885742e-01,1.463792771100997925e-01,3.783015906810760498e-01,4.012041985988616943e-01,3.051756322383880615e-01,6.401473879814147949e-01,-1.701532363891601562e+00
5.139914751052856445e-01,4.125322997570037842e-01,8.298979401588439941e-01,9.695857763290405273e-01,1.047926470637321472e-01,7.730433940887451172e-01,-5.702983736991882324e-01
6.610846519470214844e-01,1.488763839006423950e-01,3.880782127380371094e-01,5.544798374176025391e-01,3.047397136688232422e-01,6.900110244750976562e-01,-8.618465065956115723e-01
5.020555853843688965e-01,3.673846721649169922e-01,8.005297780036926270e-01,6.783932447433471680e-01,2.143999487161636353e-01,7.537813782691955566e-01,-7.090101838111877441e-01
7.724635004997253418e-01,4.126956462860107422e-01,8.302463293075561523e-01,9.557238817214965820e-01,1.040380075573921204e-01,7.377223968505859375e-01,-4.430577754974365234e-01
8.311110734939575195e-01,4.106542170047760010e-01,8.291814327239990234e-01,8.785433173179626465e-01,1.129969730973243713e-01,6.859356164932250977e-01,-2.997469305992126465e-01
5.309978127479553223e-01,1.484746187925338745e-01,4.299060404300689697e-01,1.707384139299392700e-01,3.078374564647674561e-01,3.734853267669677734e-01,-1.069610953330993652e+00
6.707522273063659668e-01,1.632394343614578247e-01,3.917736411094665527e-01,7.489370703697204590e-01,3.056199252605438232e-01,4.267785549163818359e-01,-1.326968222856521606e-01
5.102860331535339355e-01,1.495201885700225830e-01,4.117809534072875977e-01,3.343462944030761719e-01,3.055445849895477295e-01,7.801218628883361816e-01,-2.155995607376098633e+00
