environmental,controllable,controllable,environmental,controllable,environmental,output
8.049907684326171875e-01,3.033864200115203857e-01,7.506941556930541992e-01,3.410906493663787842e-01,2.656455039978027344e-01,7.645469307899475098e-01,-1.043096184730529785e+00
6.932050585746765137e-01,1.459986418485641479e-01,3.677535355091094971e-01,4.383433461189270020e-01,3.049644231796264648e-01,5.756334662437438965e-01,-1.204444169998168945e+00
4.736693799495697021e-01,1.472675055265426636e-01,4.296204447746276855e-01,2.089426666498184204e-01,3.075253069400787354e-01,6.021453738212585449e-01,-2.408371210098266602e+00
8.866890668869018555e-01,1.454426050186157227e-01,3.579692840576171875e-01,1.100137680768966675e-01,3.047592341899871826e-01,4.596419930458068848e-01,-4.364317953586578369e-01
7.692787051200866699e-01,1.473480761051177979e-01,3.704476058483123779e-01,4.029093086719512939e-01,3.046020269393920898e-01,6.947450637817382812e-01,-1.114333271980285645e+00
4.807214736938476562e-01,1.473938524723052979e-01,4.107569754123687744e-01,4.859345555305480957e-01,3.063555359840393066e-01,6.243314146995544434e-01,-1.722449302673339844e+00
7.401973605155944824e-01,1.456951349973678589e-01,3.704984784126281738e-01,1.352569609880447388e-01,3.051802217960357666e-01,4.179187119007110596e-01,-6.830874681472778320e-01
8.576142191886901855e-01,3.103947043418884277e-01,7.578858137130737305e-01,2.250267118215560913e-01,2.620563805103302002e-01,7.461541295051574707e-01,-8.894511461257934570e-01
7.252807617187500000e-01,1.474182754755020142e-01,3.736831545829772949e-01,3.845703601837158203e-01,3.046504855155944824e-01,7.145752906799316406e-01,-1.311312556266784668e+00
5.901045799255371094e-01,1.460896432399749756e-01,3.876964151859283447e-01,2.771518826484680176e-01,3.056930005550384521e-01,5.442015528678894043e-01,-1.858896613121032715e+00
9.088600873947143555e-01,1.453507542610168457e-01,3.550089895725250244e-01,2.694734036922454834e-01,3.047370612621307373e-01,4.214999377727508545e-01,-4.765705466270446777e-01
9.872822165489196777e-01,1.467221528291702271e-01,3.636093139648437500e-01,5.757680162787437439e-03,3.045113980770111084e-01,5.261729359626770020e-01,-2.123003304004669189e-01
4.978881776332855225e-01,1.483003050088882446e-01,4.088070988655090332e-01,4.969071745872497559e-01,3.065648972988128662e-01,5.047067999839782715e-01,-1.326444506645202637e+00
8.399121165275573730e-01,1.457857340574264526e-01,3.587916493415832520e-01,3.976920247077941895e-01,3.046950101852416992e-01,5.554482936859130859e-01,-8.079089522361755371e-01
4.917437136173248291e-01,1.475713551044464111e-01,4.065840542316436768e-01,4.218278527259826660e-01,3.060033917427062988e-01,6.805601119995117188e-01,-2.110130786895751953e+00
9.618659019470214844e-01,1.454266756772994995e-01,3.549422025680541992e-01,2.982644736766815186e-01,3.046870827674865723e-01,4.689851999282836914e-01,-4.516797959804534912e-01
6.683972477912902832e-01,1.457642465829849243e-01,3.788943886756896973e-01,1.800012886524200439e-01,3.053855597972869873e-01,5.134518146514892578e-01,-1.279841303825378418e+00
8.652822971343994141e-01,1.454527229070663452e-01,3.599787354469299316e-01,7.389520108699798584e-02,3.048337697982788086e-01,4.436681866645812988e-01,-3.898110091686248779e-01
7.067517042160034180e-01,1.460399776697158813e-01,3.654699921607971191e-01,4.100635945796966553e-01,3.049965798854827881e-01,4.920130074024200439e-01,-1.050536274909973145e+00
6.470838189125061035e-01,1.466522067785263062e-01,4.201265573501586914e-01,1.263087242841720581e-02,3.071527481079101562e-01,4.395840764045715332e-01,-5.838441252708435059e-01
5.918014049530029297e-01,1.460951715707778931e-01,3.851695060729980469e-01,3.140920996665954590e-01,3.056030571460723877e-01,5.426292419433593750e-01,-1.833953142166137695e+00
9.494823217391967773e-01,3.632933199405670166e-01,8.010872006416320801e-01,1.237337738275527954e-01,2.194699198007583618e-01,7.377011179924011230e-01,-6.348735690116882324e-01
5.711987614631652832e-01,1.479142159223556519e-01,4.262458086013793945e-01,8.063670247793197632e-02,3.070135414600372314e-01,6.152751445770263672e-01,-1.417778611183166504e+00
8.261708021163940430e-01,3.170202076435089111e-01,7.641482353210449219e-01,3.930494189262390137e-01,2.583763599395751953e-01,7.565971612930297852e-01,-9.328147768974304199e-01
8.316742777824401855e-01,1.455047577619552612e-01,3.578020334243774414e-01,3.100803494453430176e-01,3.047697544097900391e-01,5.039627552032470703e-01,-8.352224826812744141e-01
8.499453067779541016e-01,3.245202898979187012e-01,7.709782123565673828e-01,4.719982445240020752e-01,2.537893950939178467e-01,7.263917326927185059e-01,-7.232608795166015625e-01
4.119915068149566650e-01,1.478912532329559326e-01,4.433451592922210693e-01,2.863567471504211426e-01,3.087649345397949219e-01,4.761958122253417969e-01,-2.185494899749755859e+00
6.035064458847045898e-01,1.468277573585510254e-01,3.830866217613220215e-01,3.652128279209136963e-01,3.051960766315460205e-01,6.862025260925292969e-01,-1.898570775985717773e+00
7.306380867958068848e-01,1.464114040136337280e-01,3.727738261222839355e-01,1.550937294960021973e-01,3.049469888210296631e-01,6.318957805633544922e-01,-1.200858592987060547e+00
9.677590727806091309e-01,1.467146724462509155e-01,3.627292811870574951e-01,4.138606488704681396e-01,3.045259118080139160e-01,5.976475477218627930e-01,-4.942261576652526855e-01
4.457747340202331543e-01,1.489302664995193481e-01,4.699674546718597412e-01,8.950074017047882080e-02,3.110913932323455811e-01,5.617740154266357422e-01,-1.789513111114501953e+00
9.389610290527343750e-01,1.481646150350570679e-01,3.717529475688934326e-01,2.614027857780456543e-01,3.043371438980102539e-01,6.771030426025390625e-01,-6.747493743896484375e-01
4.028420746326446533e-01,1.495119184255599976e-01,4.347249269485473633e-01,3.390539586544036865e-01,3.069889545440673828e-01,7.420088052749633789e-01,-2.676704406738281250e+00
9.577803611755371094e-01,3.524479269981384277e-01,7.934921383857727051e-01,1.636505722999572754e-01,2.314275652170181274e-01,7.302500605583190918e-01,-6.389477849006652832e-01
6.167642474174499512e-01,1.490671336650848389e-01,4.187490940093994141e-01,6.264978647232055664e-02,3.060971200466156006e-01,6.694865226745605469e-01,-1.200377106666564941e+00
7.953706979751586914e-01,1.473470926284790039e-01,3.787193298339843750e-01,2.119889110326766968e-02,3.048494160175323486e-01,6.101095080375671387e-01,-5.642556548118591309e-01
5.053810477256774902e-01,1.486793756484985352e-01,4.721680283546447754e-01,2.959509566426277161e-02,3.115843534469604492e-01,4.875440895557403564e-01,-1.063408493995666504e+00
5.372589826583862305e-01,1.467425078153610229e-01,3.944635689258575439e-01,4.281033575534820557e-01,3.057317435741424561e-01,6.356216669082641602e-01,-1.900710225105285645e+00
5.468562841415405273e-01,1.528252959251403809e-01,4.542673528194427490e-01,5.476334318518638611e-02,3.072767555713653564e-01,7.050480842590332031e-01,-1.353699326515197754e+00
8.993259072303771973e-01,1.453753113746643066e-01,3.590232431888580322e-01,4.382343962788581848e-02,3.047925829887390137e-01,4.339693784713745117e-01,-2.870710492134094238e-01
7.188063859939575195e-01,1.491630822420120239e-01,3.949364423751831055e-01,6.802121549844741821e-02,3.048684298992156982e-01,6.969881653785705566e-01,-9.202174544334411621e-01
4.673959612846374512e-01,1.482488662004470825e-01,4.630313217639923096e-01,9.526315331459045410e-02,3.104530572891235352e-01,5.236619710922241211e-01,-1.633789539337158203e+00
6.259724497795104980e-01,1.461443156003952026e-01,3.786562383174896240e-01,3.204179704189300537e-01,3.054222464561462402e-01,4.962914288043975830e-01,-1.514389157295227051e+00
8.195788860321044922e-01,1.455822587013244629e-01,3.593233227729797363e-01,2.518689334392547607e-01,3.048004209995269775e-01,5.342516303062438965e-01,-9.282501339912414551e-01
4.333082735538482666e-01,1.480188965797424316e-01,4.513112008571624756e-01,1.702601760625839233e-01,3.091127872467041016e-01,5.911781191825866699e-01,-2.378186225891113281e+00
3.975984752178192139e-01,1.540865302085876465e-01,4.990694224834442139e-01,3.416449576616287231e-02,3.144240081310272217e-01,6.501380205154418945e-01,-1.693843007087707520e+00
9.926390051841735840e-01,1.455807387828826904e-01,3.557340800762176514e-01,4.570268392562866211e-01,3.046991229057312012e-01,4.718361198902130127e-01,-2.991982996463775635e-01
4.361918866634368896e-01,1.480788886547088623e-01,4.438996315002441406e-01,2.454976588487625122e-01,3.088389635086059570e-01,4.477704465389251709e-01,-1.905264973640441895e+00
8.773223161697387695e-01,1.455766409635543823e-01,3.568212091922760010e-01,3.692516982555389404e-01,3.047075569629669189e-01,5.176446437835693359e-01,-6.855504512786865234e-01
7.523578405380249023e-01,1.490098685026168823e-01,3.811470270156860352e-01,4.778513312339782715e-01,3.043970167636871338e-01,7.222793102264404297e-01,-9.199168682098388672e-01
6.588574647903442383e-01,1.489224731922149658e-01,3.870913684368133545e-01,4.449819326400756836e-01,3.046550750732421875e-01,7.510351538658142090e-01,-1.303271174430847168e+00
5.188894867897033691e-01,1.488298177719116211e-01,4.214611947536468506e-01,1.852977275848388672e-01,3.063517808914184570e-01,7.181769013404846191e-01,-2.142159461975097656e+00
3.877011239528656006e-01,1.485863476991653442e-01,4.525521695613861084e-01,2.187868505716323853e-01,3.089912831783294678e-01,6.467245817184448242e-01,-2.846136331558227539e+00
6.976703405380249023e-01,1.459148675203323364e-01,3.757817149162292480e-01,1.508461236953735352e-01,3.052204549312591553e-01,5.621647834777832031e-01,-1.213232398033142090e+00
4.215930998325347900e-01,1.474293619394302368e-01,4.295164048671722412e-01,3.799607157707214355e-01,3.076996505260467529e-01,5.291554331779479980e-01,-2.247972249984741211e+00
