environmental,controllable,controllable,environmental,controllable,environmental,output
4.306018352508544922e-03,1.522465795278549194e-01,5.001422762870788574e-01,6.516214609146118164e-01,3.176382780075073242e-01,3.773285448551177979e-01,-4.259227514266967773e-01
5.329455137252807617e-01,8.827731609344482422e-01,8.703024387359619141e-01,9.776918292045593262e-01,1.110497638583183289e-01,5.054589360952377319e-03,-4.681802093982696533e-01
5.241183638572692871e-01,8.714783191680908203e-01,5.887042880058288574e-01,7.767318487167358398e-01,2.805576026439666748e-01,3.459918498992919922e-01,-4.545098543167114258e-01
5.389622226357460022e-02,8.087500929832458496e-01,5.377905368804931641e-01,7.524499297142028809e-01,3.286553323268890381e-01,2.829728424549102783e-01,-1.498165577650070190e-01
4.509047865867614746e-01,8.827247619628906250e-01,8.662142157554626465e-01,8.268226385116577148e-01,1.159048452973365784e-01,4.219746962189674377e-02,-1.630977869033813477e+00
1.992737799882888794e-01,8.774849176406860352e-01,6.189534664154052734e-01,8.001673817634582520e-01,2.603549063205718994e-01,2.217839658260345459e-01,-5.916857123374938965e-01
1.108373329043388367e-01,8.671860694885253906e-01,5.651730298995971680e-01,5.002085566520690918e-01,2.970718145370483398e-01,1.109930500388145447e-01,-6.746366620063781738e-01
1.649078577756881714e-01,8.791716694831848145e-01,6.609052419662475586e-01,5.858572721481323242e-01,2.383546680212020874e-01,8.285682648420333862e-02,-1.178247451782226562e+00
2.619673013687133789e-01,8.825309872627258301e-01,8.237781524658203125e-01,9.899734258651733398e-01,1.268098801374435425e-01,1.378202885389328003e-01,-3.501067757606506348e-01
4.653661251068115234e-01,8.529174327850341797e-01,5.179883837699890137e-01,5.177016854286193848e-01,2.982253432273864746e-01,3.085370957851409912e-01,-1.128982782363891602e+00
3.630256652832031250e-01,8.824422955513000488e-01,8.366892933845520020e-01,7.639760375022888184e-01,1.393275111913681030e-01,1.321920305490493774e-01,-1.917387366294860840e+00
6.760706305503845215e-01,8.797553181648254395e-01,7.349180579185485840e-01,8.407845497131347656e-01,2.266978472471237183e-01,2.469610720872879028e-01,-2.458851039409637451e-01
6.476971507072448730e-02,1.551065593957901001e-01,4.941376447677612305e-01,5.380743741989135742e-01,3.162145614624023438e-01,3.113638460636138916e-01,-6.424189805984497070e-01
3.861438333988189697e-01,8.802257776260375977e-01,7.200175523757934570e-01,5.553894042968750000e-01,2.209969162940979004e-01,1.554250270128250122e-01,-2.629254102706909180e+00
5.571549534797668457e-01,8.825602531433105469e-01,8.563465476036071777e-01,7.618782520294189453e-01,1.311155110597610474e-01,9.986190497875213623e-02,-1.438334226608276367e+00
4.176403582096099854e-01,8.821209073066711426e-01,8.135694861412048340e-01,8.335344195365905762e-01,1.557718366384506226e-01,2.060758322477340698e-01,-1.099586844444274902e+00
1.491925567388534546e-01,8.825684189796447754e-01,8.373073339462280273e-01,8.524276018142700195e-01,1.268842965364456177e-01,8.712700568139553070e-03,-4.811152219772338867e-01
1.326967179775238037e-01,8.789206743240356445e-01,6.277712583541870117e-01,9.229292869567871094e-01,2.438940107822418213e-01,1.828985363245010376e-01,-2.028734236955642700e-01
2.719495892524719238e-01,8.825064301490783691e-01,8.432880640029907227e-01,6.707602143287658691e-01,1.335776299238204956e-01,3.257814422249794006e-02,-2.161797285079956055e+00
