environmental,controllable,controllable,environmental,controllable,environmental,output
3.541160523891448975e-01,1.557082682847976685e-01,5.077136754989624023e-01,8.656886965036392212e-02,3.207079172134399414e-01,2.615957558155059814e-01,-6.562779545783996582e-01
2.338060438632965088e-01,2.083949148654937744e-01,5.528321862220764160e-01,9.178570508956909180e-01,3.372543454170227051e-01,4.592355787754058838e-01,-6.975752860307693481e-02
3.831995427608489990e-01,1.580674499273300171e-01,4.843421578407287598e-01,6.839801073074340820e-01,3.089632987976074219e-01,6.302849054336547852e-01,-6.347171068191528320e-01
2.953259944915771484e-01,1.482369601726531982e-01,4.586741626262664795e-01,3.507543802261352539e-01,3.099053800106048584e-01,5.862600207328796387e-01,-2.941048145294189453e+00
3.458142578601837158e-01,1.500075608491897583e-01,4.601289629936218262e-01,3.310981690883636475e-01,3.104083538055419922e-01,4.189564883708953857e-01,-1.906532287597656250e+00
2.537842094898223877e-01,8.804298639297485352e-01,6.632193326950073242e-01,9.818781018257141113e-01,2.090474218130111694e-01,2.443517148494720459e-01,-2.285674214363098145e-01
9.336825460195541382e-02,1.530907154083251953e-01,5.193118453025817871e-01,1.316446959972381592e-01,3.269525766372680664e-01,2.661539614200592041e-01,-8.457405567169189453e-01
3.287824988365173340e-01,8.276939392089843750e-01,5.255162715911865234e-01,2.213550060987472534e-01,3.132576942443847656e-01,1.895027607679367065e-01,-6.979130506515502930e-01
3.692232668399810791e-01,8.824643492698669434e-01,8.441667556762695312e-01,6.933613419532775879e-01,1.374661922454833984e-01,9.137979149818420410e-02,-2.614846467971801758e+00
3.807893097400665283e-01,1.487773060798645020e-01,4.401157498359680176e-01,5.080607533454895020e-01,3.078050911426544189e-01,6.381360292434692383e-01,-1.819923520088195801e+00
2.847194373607635498e-01,1.710056811571121216e-01,4.758425354957580566e-01,4.973930716514587402e-01,3.124992251396179199e-01,3.309972882270812988e-01,-8.933256864547729492e-01
1.484811007976531982e-01,1.496459692716598511e-01,4.875431954860687256e-01,2.421339601278305054e-01,3.141233325004577637e-01,5.747146606445312500e-01,-3.094428062438964844e+00
3.027713000774383545e-01,8.619175553321838379e-01,5.534290075302124023e-01,2.320271581411361694e-01,3.027772903442382812e-01,1.113715246319770813e-01,-8.147341609001159668e-01
3.319483101367950439e-01,4.950880706310272217e-01,7.924731373786926270e-01,9.938057065010070801e-01,1.779660135507583618e-01,4.831443130970001221e-01,-4.199689999222755432e-02
4.389908164739608765e-02,8.718499541282653809e-01,5.813241004943847656e-01,6.339177489280700684e-01,2.896812558174133301e-01,8.210481703281402588e-02,-3.379065692424774170e-01
2.349976450204849243e-01,1.584342718124389648e-01,4.948573112487792969e-01,6.693667769432067871e-01,3.158076703548431396e-01,4.417782723903656006e-01,-5.575751066207885742e-01
2.913505733013153076e-01,8.676684498786926270e-01,5.647269487380981445e-01,4.771425724029541016e-01,2.919072508811950684e-01,2.106835693120956421e-01,-1.602893590927124023e+00
2.090416699647903442e-01,8.818705081939697266e-01,7.752606272697448730e-01,7.367427945137023926e-01,1.691988706588745117e-01,1.048039495944976807e-01,-1.207324624061584473e+00
2.755981981754302979e-01,8.155690431594848633e-01,5.153607726097106934e-01,5.689162611961364746e-01,3.114901185035705566e-01,3.437051177024841309e-01,-7.699050903320312500e-01
1.409353166818618774e-01,1.520075500011444092e-01,5.092157125473022461e-01,1.842045933008193970e-01,3.213476836681365967e-01,3.118322491645812988e-01,-1.226663708686828613e+00
1.584363132715225220e-01,1.488940417766571045e-01,4.795939624309539795e-01,3.626113831996917725e-01,3.129850924015045166e-01,4.898571074008941650e-01,-2.465838193893432617e+00
