environmental,controllable,controllable,environmental,controllable,environmental,output
4.345034777229448419e-01,1.468084145769132931e-01,4.328514175170048439e-01,9.951573340271491208e-02,6.720325680619024800e-01,6.812734355036127454e-01,4.534294211867481716e-01
4.830291271209716797e-01,9.574342966079711914e-01,9.679962396621704102e-01,1.417752951383590698e-01,1.673208922147750854e-01,6.802338361740112305e-01,8.873753994703292847e-02
4.029380381107330322e-01,1.983949095010757446e-01,3.998417854309082031e-01,1.459612548351287842e-01,7.285978198051452637e-01,6.353074908256530762e-01,3.886829018592834473e-01
4.498462677001953125e-01,7.324888836592435837e-03,5.171322822570800781e-01,2.221318632364273071e-01,5.245406627655029297e-01,6.595391035079956055e-01,1.213173985481262207e+00
4.503825902938842773e-01,4.989565313381124495e-15,1.000000000000000000e+00,2.168755382299423218e-01,1.000000000000000000e+00,6.627988815307617188e-01,9.601330384612083435e-03
4.398488104343414307e-01,3.230631968175674590e-17,5.594695210456848145e-01,2.630372643470764160e-01,5.017846822738647461e-01,6.970239877700805664e-01,1.383212208747863770e+00
3.867497146129608154e-01,0.000000000000000000e+00,7.637017965316772461e-01,1.775809079408645630e-01,2.526535391807556152e-01,7.045674324035644531e-01,1.783403396606445312e+00
2.975367605686187744e-01,1.461825181302972565e-13,0.000000000000000000e+00,1.048819571733474731e-01,1.753502264180070713e-13,6.747140288352966309e-01,3.295080065727233887e-01
3.047662079334259033e-01,0.000000000000000000e+00,7.966207861900329590e-01,8.714582771062850952e-02,3.572009503841400146e-01,6.772902011871337891e-01,1.438844561576843262e+00
2.237943857908248901e-01,1.999961746776759974e-13,9.555061459541320801e-01,3.500083833932876587e-02,6.814270793410650423e-15,6.826817989349365234e-01,2.163479179143905640e-01
2.927017211914062500e-01,3.028756678104400635e-01,2.387484461069107056e-01,4.954774677753448486e-02,2.918340861797332764e-01,6.526721119880676270e-01,1.577638626098632812e+00
3.423468768596649170e-01,1.243925392627716064e-01,0.000000000000000000e+00,4.808921366930007935e-02,2.413090318441390991e-01,6.200919747352600098e-01,1.211154699325561523e+00
2.455776184797286987e-01,2.640237808227539062e-01,1.000000000000000000e+00,1.328514516353607178e-01,3.362122476100921631e-01,6.582176685333251953e-01,1.171759247779846191e+00
3.140513300895690918e-01,3.250930607318878174e-01,5.265982127860711817e-16,2.279316037893295288e-01,3.547182381153106689e-01,6.732164025306701660e-01,1.968083262443542480e+00
3.445774614810943604e-01,1.104523688554763794e-01,3.519288897514343262e-01,2.988759577274322510e-01,3.226514160633087158e-01,7.212779521942138672e-01,2.922694921493530273e+00
3.115899860858917236e-01,0.000000000000000000e+00,3.439669907093048096e-01,3.361973166465759277e-01,3.027679920196533203e-01,7.381281256675720215e-01,2.675512552261352539e+00
3.498146235942840576e-01,2.083306312561035156e-01,3.839889764785766602e-01,3.994078040122985840e-01,3.140391111373901367e-01,7.203462719917297363e-01,2.572669744491577148e+00
4.254848062992095947e-01,1.205117627978324890e-01,3.245719373226165771e-01,3.320557773113250732e-01,3.569980859756469727e-01,7.575569748878479004e-01,2.409544944763183594e+00
3.493447899818420410e-01,4.748346656560897827e-02,4.791435599327087402e-01,3.412292599678039551e-01,3.472822904586791992e-01,8.051176071166992188e-01,2.371380090713500977e+00
3.779319822788238525e-01,2.590477168560028076e-01,2.957704365253448486e-01,3.033044338226318359e-01,2.658315002918243408e-01,8.127242922782897949e-01,2.241766214370727539e+00
3.753058016300201416e-01,9.347810745239257812e-01,2.509678900241851807e-01,2.174239605665206909e-01,3.801712691783905029e-01,8.092952370643615723e-01,2.372903525829315186e-01
3.631551265716552734e-01,3.625496029853820801e-01,5.638608336448669434e-01,2.842015326023101807e-01,3.881652951240539551e-01,8.285354971885681152e-01,1.910252809524536133e+00
3.118354082107543945e-01,1.140099316835403442e-01,1.460997611284255981e-01,3.213182389736175537e-01,3.570654392242431641e-01,8.374447822570800781e-01,2.045791149139404297e+00
