environmental,controllable,controllable,environmental,controllable,environmental,output
5.593921436059010599e-01,7.793986277759359371e-01,7.607513476061934510e-01,7.418045089855520580e-01,8.238963858468325574e-01,5.302448755518724965e-01,5.180790168191292538e-02
5.903501510620117188e-01,9.715372323989868164e-01,8.244731426239013672e-01,6.565970778465270996e-01,6.200039982795715332e-01,5.268021225929260254e-01,6.037173420190811157e-02
5.832809805870056152e-01,4.437425360083580017e-02,2.456783317029476166e-02,6.991477012634277344e-01,8.252518624067306519e-02,4.934550821781158447e-01,1.061716377735137939e-01
6.404072046279907227e-01,9.408779740333557129e-01,4.485287517309188843e-02,6.944062709808349609e-01,2.947116270661354065e-02,5.162145495414733887e-01,4.882223159074783325e-02
6.764352321624755859e-01,0.000000000000000000e+00,7.557010054588317871e-01,6.349770426750183105e-01,9.430841803550720215e-01,5.365432500839233398e-01,6.293257698416709900e-03
7.761202454566955566e-01,9.158402681350708008e-01,4.878731071949005127e-01,5.811633467674255371e-01,1.635851524770259857e-02,5.332363247871398926e-01,2.415154129266738892e-02
7.052190899848937988e-01,8.177067041397094727e-01,2.553134597837924957e-02,6.588006019592285156e-01,1.449055522680282593e-01,5.593622326850891113e-01,5.305267125368118286e-02
7.663620710372924805e-01,9.587541222572326660e-02,2.008771151304244995e-01,7.325809001922607422e-01,9.823544621467590332e-01,5.582812428474426270e-01,4.156101495027542114e-04
6.889382004737854004e-01,8.863725066184997559e-01,7.373681664466857910e-02,7.009162902832031250e-01,3.648969903588294983e-02,5.287102460861206055e-01,3.256466984748840332e-02
6.454789638519287109e-01,1.277907192707061768e-01,9.647631049156188965e-01,6.888345479965209961e-01,9.879355430603027344e-01,4.840085506439208984e-01,1.435422571375966072e-03
7.198033332824707031e-01,0.000000000000000000e+00,9.972534775733947754e-01,6.300232410430908203e-01,2.812070548534393311e-01,4.985481798648834229e-01,1.707612872123718262e-01
7.357816100120544434e-01,6.668834654031935818e-17,1.690345443785190582e-02,6.658273339271545410e-01,3.685806691646575928e-01,4.954461455345153809e-01,1.933196038007736206e-01
8.161211609840393066e-01,1.846471262158646057e-15,8.271988034248352051e-01,6.801162362098693848e-01,4.353086054325103760e-01,4.979921877384185791e-01,9.179918467998504639e-02
8.925465345382690430e-01,1.297000754355487462e-17,2.218671295934095703e-31,6.090991497039794922e-01,3.324867486953735352e-01,5.386869311332702637e-01,1.913405209779739380e-01
9.601648449897766113e-01,1.358488500118255615e-01,1.373342424631118774e-01,7.036143541336059570e-01,3.348398804664611816e-01,5.512717962265014648e-01,9.051579982042312622e-02
9.408588409423828125e-01,4.709194648365427606e-18,4.333223998546600342e-01,6.968952417373657227e-01,3.354713618755340576e-01,5.411173105239868164e-01,1.018624454736709595e-01
9.265065193176269531e-01,4.415466785430908203e-01,3.237604796886444092e-01,6.731064319610595703e-01,3.436656296253204346e-01,5.513096451759338379e-01,1.055778637528419495e-01
8.686619997024536133e-01,0.000000000000000000e+00,2.522510290145874023e-01,6.427480578422546387e-01,2.438980340957641602e-01,5.140576362609863281e-01,1.830317825078964233e-01
8.619541525840759277e-01,5.192683536200019899e-17,0.000000000000000000e+00,6.244454979896545410e-01,3.210273683071136475e-01,5.432544350624084473e-01,1.981121599674224854e-01
8.170967102050781250e-01,9.749158971356109706e-18,0.000000000000000000e+00,6.403351426124572754e-01,3.342341184616088867e-01,4.982502758502960205e-01,1.864491254091262817e-01
7.817653417587280273e-01,1.225489915065481900e-15,0.000000000000000000e+00,6.360033750534057617e-01,2.989936769008636475e-01,5.104380846023559570e-01,2.267368882894515991e-01
7.304035425186157227e-01,3.164101541042327881e-01,1.361720822751522064e-02,6.571486592292785645e-01,2.809603512287139893e-01,5.261574387550354004e-01,2.335195094347000122e-01
6.570908427238464355e-01,8.562060445547103882e-02,0.000000000000000000e+00,6.861676573753356934e-01,2.830723822116851807e-01,5.026671886444091797e-01,2.322277277708053589e-01
6.054349541664123535e-01,8.522889018058776855e-02,1.699572950601577759e-01,7.798741459846496582e-01,2.888730764389038086e-01,5.465767979621887207e-01,1.480816155672073364e-01
6.748163700103759766e-01,9.320999383926391602e-01,3.853464126586914062e-01,8.687360882759094238e-01,3.789943754673004150e-01,5.364188551902770996e-01,1.720050908625125885e-02
6.914726495742797852e-01,1.593399345874786377e-01,9.327480942010879517e-02,8.558126091957092285e-01,6.898152232170104980e-01,5.418052077293395996e-01,4.300469532608985901e-03
7.321836948394775391e-01,6.825337652117013931e-03,1.471341121941804886e-02,9.479544758796691895e-01,7.640843838453292847e-02,5.440076589584350586e-01,5.212838295847177505e-03
6.934849023818969727e-01,9.794253110885620117e-01,5.659651383757591248e-02,8.925402760505676270e-01,9.523521065711975098e-01,5.449925065040588379e-01,6.457661744207143784e-03
