environmental,controllable,controllable,environmental,controllable,environmental,output
9.971724957022183311e-01,8.432660976241360684e-01,1.993916872045981004e-01,4.714382524170315225e-01,1.741544824869895036e-01,9.746351528319081581e-01,2.295796523326384259e-02
9.161314964294433594e-01,9.180936962366104126e-02,7.914643287658691406e-01,4.281661510467529297e-01,4.753364324569702148e-01,1.000000000000000000e+00,2.403934299945831299e-01
8.529550433158874512e-01,2.125620841979980469e-01,6.074100136756896973e-01,4.608767926692962646e-01,5.262150764465332031e-01,1.000000000000000000e+00,1.898090839385986328e-01
9.320991039276123047e-01,1.000000000000000000e+00,1.000000000000000000e+00,4.271518588066101074e-01,0.000000000000000000e+00,1.000000000000000000e+00,2.311261184513568878e-02
9.034647941589355469e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.682979047298431396e-01,0.000000000000000000e+00,9.794000983238220215e-01,1.509769856929779053e-01
9.427244067192077637e-01,0.000000000000000000e+00,9.881066083908081055e-01,4.212430715560913086e-01,6.825957894325256348e-01,1.000000000000000000e+00,1.862221583724021912e-02
8.875343799591064453e-01,3.509032540023326874e-03,9.918064475059509277e-01,4.391049444675445557e-01,2.435670942068099976e-01,9.639230966567993164e-01,2.594459056854248047e-01
8.218650817871093750e-01,7.825928740203380585e-03,8.312181234359741211e-01,3.829740583896636963e-01,2.278458327054977417e-01,1.000000000000000000e+00,4.277557730674743652e-01
7.732417583465576172e-01,5.357638746500015259e-02,9.527564644813537598e-01,4.799154102802276611e-01,2.079776525497436523e-01,1.000000000000000000e+00,3.881102800369262695e-01
8.136823177337646484e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.153078198432922363e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.567909506178693846e-06
8.268629312515258789e-01,5.280690640211105347e-02,8.341772556304931641e-01,4.050227105617523193e-01,9.960142374038696289e-01,1.000000000000000000e+00,8.913242490962147713e-04
8.723654747009277344e-01,9.484975934028625488e-01,9.182661026716232300e-02,4.791247546672821045e-01,3.131789267063140869e-01,1.000000000000000000e+00,2.332828566431999207e-02
9.268065094947814941e-01,6.161956861615180969e-02,3.196994662284851074e-01,5.616106986999511719e-01,3.659704625606536865e-01,9.683110117912292480e-01,1.502283662557601929e-01
9.021799564361572266e-01,9.689189791679382324e-01,1.417106837034225464e-01,5.013473629951477051e-01,6.113834977149963379e-01,9.318424463272094727e-01,4.944035783410072327e-03
8.723104000091552734e-01,3.984135985374450684e-01,1.877981573343276978e-01,5.879718065261840820e-01,8.243015035986900330e-03,9.789130091667175293e-01,2.908394485712051392e-02
9.094072580337524414e-01,4.646038711071014404e-01,6.775659322738647461e-01,5.255113840103149414e-01,9.981108307838439941e-01,9.478187561035156250e-01,1.397271291352808475e-03
8.417896032333374023e-01,2.720740623772144318e-03,1.946315169334411621e-01,5.904544591903686523e-01,3.744585216045379639e-01,8.988230824470520020e-01,2.117952555418014526e-01
7.897091507911682129e-01,4.887304335913203099e-17,7.677597403526306152e-01,6.115251779556274414e-01,2.857121229171752930e-01,9.272651672363281250e-01,3.071951270103454590e-01
8.429263234138488770e-01,2.901948522776365280e-03,9.894957393407821655e-02,5.447517037391662598e-01,1.366404891014099121e-01,9.703968167304992676e-01,1.256384104490280151e-01
8.343147635459899902e-01,3.802432417869567871e-01,9.681367278099060059e-01,5.686489343643188477e-01,4.292429387569427490e-01,9.397886395454406738e-01,4.219990074634552002e-01
7.349593043327331543e-01,3.206110894680023193e-01,1.000000000000000000e+00,5.089910626411437988e-01,3.661353886127471924e-01,8.995380401611328125e-01,5.611170530319213867e-01
7.702930569648742676e-01,3.063594698905944824e-01,9.708598256111145020e-01,4.653576910495758057e-01,4.280596971511840820e-01,9.295316934585571289e-01,4.937030076980590820e-01
6.920449733734130859e-01,1.119472682476043701e-01,1.000000000000000000e+00,3.861029148101806641e-01,3.506655693054199219e-01,8.910887241363525391e-01,6.069951653480529785e-01
7.122214436531066895e-01,2.845620950586214871e-16,1.000000000000000000e+00,4.574688076972961426e-01,3.757569491863250732e-01,8.428506255149841309e-01,4.201290607452392578e-01
6.438475251197814941e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.620508611202239990e-01,3.716797232627868652e-01,8.052285909652709961e-01,5.964944139122962952e-02
7.225180864334106445e-01,2.728359401226043701e-01,1.000000000000000000e+00,4.107422232627868652e-01,3.125189244747161865e-01,7.575650215148925781e-01,7.306090593338012695e-01
8.017004132270812988e-01,3.353415727615356445e-01,1.000000000000000000e+00,3.692010939121246338e-01,2.915344238281250000e-01,7.709887623786926270e-01,6.675233244895935059e-01
7.780594229698181152e-01,3.745195567607879639e-01,9.805893898010253906e-02,4.463434517383575439e-01,3.074472546577453613e-01,7.242696285247802734e-01,6.986901760101318359e-01
7.824106812477111816e-01,2.836294174194335938e-01,0.000000000000000000e+00,3.657084107398986816e-01,3.138723671436309814e-01,7.169192433357238770e-01,8.505026102066040039e-01
7.872268557548522949e-01,2.082411050796508789e-01,1.468062847852706909e-01,4.405707716941833496e-01,2.991686761379241943e-01,6.812506318092346191e-01,8.722002506256103516e-01
8.698993921279907227e-01,2.408719807863235474e-01,0.000000000000000000e+00,4.642752707004547119e-01,4.079190194606781006e-01,6.933076977729797363e-01,4.267351925373077393e-01
8.773524761199951172e-01,2.473564743995666504e-01,3.570790290832519531e-01,4.782493710517883301e-01,2.285749614238739014e-01,7.035484313964843750e-01,5.286809206008911133e-01
8.365380167961120605e-01,5.147145390510559082e-01,8.974424600601196289e-01,5.528724789619445801e-01,6.754714250564575195e-01,7.156177163124084473e-01,4.071352630853652954e-02
7.909514904022216797e-01,2.117798626422882080e-01,7.979078292846679688e-01,4.620276093482971191e-01,3.410660624504089355e-01,7.215415239334106445e-01,7.536507248878479004e-01
8.793588876724243164e-01,4.570003747940063477e-01,1.735731363296508789e-01,4.636848270893096924e-01,2.962510287761688232e-01,7.164586782455444336e-01,4.181785583496093750e-01
8.401826024055480957e-01,1.596889346837997437e-01,8.857750892639160156e-02,4.108930826187133789e-01,2.926959693431854248e-01,7.643623352050781250e-01,7.037190198898315430e-01
9.354841113090515137e-01,4.959472417831420898e-01,4.498398303985595703e-01,3.206343054771423340e-01,4.686044752597808838e-01,7.471004724502563477e-01,2.745687365531921387e-01
8.621358275413513184e-01,4.078644216060638428e-01,5.466738343238830566e-01,3.814137578010559082e-01,1.365615576505661011e-01,7.969475388526916504e-01,5.021317601203918457e-01
8.126000761985778809e-01,2.241863906383514404e-01,0.000000000000000000e+00,3.328126668930053711e-01,2.540568113327026367e-01,8.153263330459594727e-01,6.839383244514465332e-01
7.368065714836120605e-01,1.707899719476699829e-01,0.000000000000000000e+00,2.695467174053192139e-01,3.095138072967529297e-01,7.669098973274230957e-01,1.043364644050598145e+00
7.723253965377807617e-01,1.477582901716232300e-01,3.150715827941894531e-01,2.712702155113220215e-01,3.028455674648284912e-01,7.363451719284057617e-01,1.208396911621093750e+00
7.224654555320739746e-01,1.426765173673629761e-01,3.647988140583038330e-01,2.549776136875152588e-01,3.029355406761169434e-01,7.565247416496276855e-01,1.369982957839965820e+00
8.082168102264404297e-01,3.807020187377929688e-02,6.177107095718383789e-01,1.851529031991958618e-01,2.701901197433471680e-01,7.119190692901611328e-01,8.628403544425964355e-01
8.116275668144226074e-01,3.843886405229568481e-02,1.916107833385467529e-01,2.342630624771118164e-01,4.523397088050842285e-01,7.322305440902709961e-01,6.581794619560241699e-01
8.947292566299438477e-01,1.431042253971099854e-01,2.685333136469125748e-03,1.493608951568603516e-01,9.138264656066894531e-01,7.679722309112548828e-01,9.223077213391661644e-04
9.476836323738098145e-01,8.643366694450378418e-01,9.545758962631225586e-01,1.474415957927703857e-01,9.837329387664794922e-01,7.397426366806030273e-01,1.254155940841883421e-04
1.000000000000000000e+00,6.167818307876586914e-01,8.714381456375122070e-01,1.280065327882766724e-01,2.441082596778869629e-01,7.823266983032226562e-01,4.248975217342376709e-01
