evaluation,mae
2.000000000000000000e+00,2.053315656185150218e+00
1.000000000000000000e+01,1.788694031238555970e+00
2.000000000000000000e+01,1.650004272460937393e+00
3.000000000000000000e+01,1.644064121246337828e+00
4.000000000000000000e+01,8.910013484954834029e-01
5.000000000000000000e+01,8.737253856658935280e-01
6.000000000000000000e+01,7.608271121978760210e-01
7.000000000000000000e+01,4.808608531951904519e-01
8.000000000000000000e+01,4.572058200836181530e-01
9.000000000000000000e+01,4.467220401763916104e-01
1.000000000000000000e+02,4.426947188377380327e-01
