evaluation,mae
2.000000000000000000e+00,2.434664792716503268e+00
1.000000000000000000e+01,1.404385733604431197e+00
2.000000000000000000e+01,1.732213784456253070e+00
3.000000000000000000e+01,1.134484958648681596e+00
4.000000000000000000e+01,8.330082678794861195e-01
5.000000000000000000e+01,7.208479547500610263e-01
6.000000000000000000e+01,5.322631740570068493e-01
7.000000000000000000e+01,1.241998863220214883e-01
8.000000000000000000e+01,7.993323802947997769e-02
9.000000000000000000e+01,4.892007827758788896e-02
1.000000000000000000e+02,3.532423973083496233e-02
