evaluation,mae
2.000000000000000000e+00,2.509516549855470569e+00
1.000000000000000000e+01,2.454757014811038918e+00
2.000000000000000000e+01,2.407938748598098755e+00
3.000000000000000000e+01,2.212175854444503820e+00
4.000000000000000000e+01,2.250253154039382864e+00
5.000000000000000000e+01,2.253356955051422084e+00
6.000000000000000000e+01,1.880770146250724695e+00
7.000000000000000000e+01,6.619764137268066007e-01
8.000000000000000000e+01,6.934372270107269642e-01
9.000000000000000000e+01,6.288570654392242609e-01
1.000000000000000000e+02,6.157005703449249800e-01
