evaluation,mape
2.000000000000000000e+00,6.507623705244158785e-01
1.000000000000000000e+01,5.663485050527320430e-01
2.000000000000000000e+01,4.179065550719252564e-01
3.000000000000000000e+01,2.988793541738763992e-01
4.000000000000000000e+01,2.662176414443290229e-01
5.000000000000000000e+01,3.093416492424314601e-01
6.000000000000000000e+01,1.310908851270670139e-01
7.000000000000000000e+01,1.155444867062701414e-01
8.000000000000000000e+01,7.566121154121698000e-02
9.000000000000000000e+01,7.568184008235298577e-02
1.000000000000000000e+02,7.581468065041847837e-02
