evaluation,mape
2.000000000000000000e+00,9.885659701986421188e-01
1.000000000000000000e+01,6.210885612564408520e-01
2.000000000000000000e+01,4.676089812055841399e-01
3.000000000000000000e+01,9.335150921913246136e-02
4.000000000000000000e+01,1.154268910334381448e-01
5.000000000000000000e+01,3.904851304568833243e-03
6.000000000000000000e+01,1.203389648266123095e-03
7.000000000000000000e+01,8.456588633310946563e-04
8.000000000000000000e+01,6.375798262627697813e-04
9.000000000000000000e+01,5.094002235220320687e-04
1.000000000000000000e+02,3.972990739278071731e-04
