evaluation,mape
2.000000000000000000e+00,9.847067028698238689e-01
1.000000000000000000e+01,8.220192242614160483e-01
2.000000000000000000e+01,2.658518033980481476e-01
3.000000000000000000e+01,2.640146622466328918e-01
4.000000000000000000e+01,9.411703443045457695e-02
5.000000000000000000e+01,6.690032983943387107e-03
6.000000000000000000e+01,2.442242939357565541e-03
7.000000000000000000e+01,1.669257929277757988e-03
8.000000000000000000e+01,1.720293665815134706e-03
9.000000000000000000e+01,1.642501984828228503e-03
1.000000000000000000e+02,1.503691274897921626e-03
