evaluation,mape
2.000000000000000000e+00,9.923926688966925314e-01
1.000000000000000000e+01,8.955814076311586769e-01
2.000000000000000000e+01,8.771644740526803874e-01
3.000000000000000000e+01,6.608092539060845816e-01
4.000000000000000000e+01,3.436087100507081993e-01
5.000000000000000000e+01,2.458060798502302580e-01
6.000000000000000000e+01,1.698311762398047875e-01
7.000000000000000000e+01,7.915114736039315091e-02
8.000000000000000000e+01,2.509393465700956311e-02
9.000000000000000000e+01,7.313296022355577838e-03
1.000000000000000000e+02,7.155133065561187708e-03
