controllable,controllable,controllable,controllable,controllable,dynamic,output
2.006839811801910400e-01,1.495517641305923462e-01,4.777197539806365967e-01,2.747720181941986084e-01,3.120622336864471436e-01,6.258938205214523709e-01,-3.296915054321289062e+00
2.030023932456970215e-01,1.510074883699417114e-01,4.766634106636047363e-01,2.760441899299621582e-01,3.110734522342681885e-01,7.013841820787085624e-01,-3.272507667541503906e+00
1.953161656856536865e-01,1.492083072662353516e-01,4.860199093818664551e-01,2.714922726154327393e-01,3.142234683036804199e-01,4.709476271001670211e-01,-2.532740831375122070e+00
2.000041306018829346e-01,1.493393480777740479e-01,4.784980416297912598e-01,2.743843495845794678e-01,3.123328089714050293e-01,6.054051259024986198e-01,-3.253303527832031250e+00
1.985627710819244385e-01,1.490796804428100586e-01,4.805042445659637451e-01,2.735393345355987549e-01,3.128999769687652588e-01,5.633120796145283382e-01,-3.100988626480102539e+00
2.045744508504867554e-01,1.534862667322158813e-01,4.794695973396301270e-01,2.768685817718505859e-01,3.102158606052398682e-01,7.632269204333397283e-01,-3.045259714126586914e+00
1.970307677984237671e-01,1.490253210067749023e-01,4.829792678356170654e-01,2.726011276245117188e-01,3.135094642639160156e-01,5.196916579834001126e-01,-2.865585088729858398e+00
1.975253671407699585e-01,1.490204334259033203e-01,4.821510910987854004e-01,2.729089558124542236e-01,3.133107721805572510e-01,5.337146007956053984e-01,-2.948811054229736328e+00
2.039008587598800659e-01,1.521456688642501831e-01,4.776033461093902588e-01,2.765181362628936768e-01,3.106224834918975830e-01,7.348548314773688528e-01,-3.170643568038940430e+00
1.948716342449188232e-01,1.493042111396789551e-01,4.868486523628234863e-01,2.711918652057647705e-01,3.144180476665496826e-01,4.580994939886666728e-01,-2.436502456665039062e+00
2.035721540451049805e-01,1.516748070716857910e-01,4.771116971969604492e-01,2.763493955135345459e-01,3.107942342758178711e-01,7.222968475022031321e-01,-3.215011596679687500e+00
1.990635544061660767e-01,1.491446495056152344e-01,4.797625541687011719e-01,2.738369405269622803e-01,3.127029538154602051e-01,5.777797786401086544e-01,-3.162389755249023438e+00
2.021600604057312012e-01,1.503043174743652344e-01,4.766508936882019043e-01,2.755904197692871094e-01,3.114525377750396729e-01,6.725982255807965160e-01,-3.316318511962890625e+00
2.026490569114685059e-01,1.506792604923248291e-01,4.765825569629669189e-01,2.758541107177734375e-01,3.112369179725646973e-01,6.890384396209447981e-01,-3.296420097351074219e+00
1.995533853769302368e-01,1.492339968681335449e-01,4.790808856487274170e-01,2.741248905658721924e-01,3.125096559524536133e-01,5.921321380421621372e-01,-3.214085102081298828e+00
2.011712491512298584e-01,1.497489213943481445e-01,4.772563874721527100e-01,2.750451266765594482e-01,3.118655085563659668e-01,6.409205288009965917e-01,-3.315427541732788086e+00
1.943580061197280884e-01,1.494429111480712891e-01,4.878278076648712158e-01,2.708373069763183594e-01,3.146502673625946045e-01,4.430352134887460824e-01,-2.320666790008544922e+00
1.978489458560943604e-01,1.490284055471420288e-01,4.816236197948455811e-01,2.731069028377532959e-01,3.131829798221588135e-01,5.428989719285319815e-01,-2.999615669250488281e+00
2.032503336668014526e-01,1.512703597545623779e-01,4.767975807189941406e-01,2.761769890785217285e-01,3.109563589096069336e-01,7.102521177864838942e-01,-3.250690937042236328e+00
1.987618207931518555e-01,1.491023153066635132e-01,4.802052676677703857e-01,2.736576497554779053e-01,3.128212094306945801e-01,5.690301779195974241e-01,-3.126336336135864258e+00
2.049915790557861328e-01,1.547124385833740234e-01,4.815792739391326904e-01,2.770804762840270996e-01,3.099089264869689941e-01,7.831092680726469135e-01,-2.938648223876953125e+00
2.015524208545684814e-01,1.499362736940383911e-01,4.769618809223175049e-01,2.752572596073150635e-01,3.117085993289947510e-01,6.529392467345426221e-01,-3.321875810623168945e+00
1.957139968872070312e-01,1.491410136222839355e-01,4.852919280529022217e-01,2.717557847499847412e-01,3.140531480312347412e-01,4.823447420551988940e-01,-2.615625858306884766e+00
1.963024735450744629e-01,1.490703970193862915e-01,4.842409193515777588e-01,2.721385955810546875e-01,3.138071000576019287e-01,4.990631872423675341e-01,-2.732072114944458008e+00
2.044447213411331177e-01,1.531764715909957886e-01,4.789878129959106445e-01,2.768003046512603760e-01,3.103023469448089600e-01,7.574051979393487954e-01,-3.073678255081176758e+00
