evaluation,mae
2.000000000000000000e+00,2.581248532831668996e+00
1.000000000000000000e+01,6.293832159042358487e-01
2.000000000000000000e+01,5.731952714920044434e-01
3.000000000000000000e+01,6.182339906692504439e-01
4.000000000000000000e+01,1.207105239629745475e+00
5.000000000000000000e+01,1.440635500103235156e+00
6.000000000000000000e+01,1.391670520901679975e+00
7.000000000000000000e+01,1.382994528412818891e+00
8.000000000000000000e+01,1.329644276499748257e+00
9.000000000000000000e+01,1.302005097866058447e+00
1.000000000000000000e+02,1.307223748564720234e+00
