evaluation,mae
2.000000000000000000e+00,2.832224924862384974e+00
1.000000000000000000e+01,2.156803669929504341e+00
2.000000000000000000e+01,2.257585924863815485e+00
3.000000000000000000e+01,1.434903502464294434e+00
4.000000000000000000e+01,3.034298896789550809e-02
5.000000000000000000e+01,4.196385383605957115e-02
6.000000000000000000e+01,1.324329376220703160e-02
7.000000000000000000e+01,8.218975067138671250e-03
8.000000000000000000e+01,7.315196990966796840e-03
9.000000000000000000e+01,4.344272613525390798e-03
1.000000000000000000e+02,3.775501251220703212e-03
