evaluation,mae
2.000000000000000000e+00,2.919489635825156970e+00
1.000000000000000000e+01,2.127185709476470787e+00
2.000000000000000000e+01,1.206118450164795020e+00
3.000000000000000000e+01,1.174384880065917902e-01
4.000000000000000000e+01,8.442573547363281528e-03
5.000000000000000000e+01,7.672481536865234653e-03
6.000000000000000000e+01,9.964752197265624306e-03
7.000000000000000000e+01,1.036702156066894587e-02
8.000000000000000000e+01,1.031860351562500014e-02
9.000000000000000000e+01,1.031115531921386781e-02
1.000000000000000000e+02,1.035206794738769559e-02
