evaluation,mae
2.000000000000000000e+00,2.361448577642440760e+00
1.000000000000000000e+01,1.557613396644592196e+00
2.000000000000000000e+01,7.441408777236938610e-01
3.000000000000000000e+01,1.790526819229125988e-01
4.000000000000000000e+01,1.050273084640502980e-01
5.000000000000000000e+01,4.397531509399413979e-02
6.000000000000000000e+01,4.570088386535644392e-02
7.000000000000000000e+01,4.633934974670410323e-02
8.000000000000000000e+01,4.360113620758056946e-02
9.000000000000000000e+01,3.519694805145263949e-02
1.000000000000000000e+02,3.495779037475586076e-02
