dynamic,controllable,controllable,controllable,controllable,controllable,output
9.063991906951289756e-01,6.352857194040300026e-01,2.890231798296709620e-01,1.413558590095597145e-01,3.851283479286758960e-01,1.279338766380100356e-02,1.202531084499031643e-02
9.047688245773315430e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.942952076205983758e-04
9.490036964416503906e-01,9.379259943962097168e-01,6.196383386850357056e-02,3.300442993640899658e-01,2.077175825834274292e-01,2.363634295761585236e-02,1.271294802427291870e-02
9.250849485397338867e-01,8.867889046669006348e-01,1.397896856069564819e-01,4.576927423477172852e-02,3.098187148571014404e-01,8.115509152412414551e-02,5.377218127250671387e-03
9.506482481956481934e-01,9.057175517082214355e-01,2.168165892362594604e-02,3.391836881637573242e-01,9.715309366583824158e-03,3.185924291610717773e-01,9.708976373076438904e-03
9.659002423286437988e-01,7.996162176132202148e-01,9.907402396202087402e-01,1.481376495212316513e-02,5.810335744172334671e-03,4.705349728465080261e-02,9.539750171825289726e-04
9.328244328498840332e-01,4.358918406069278717e-03,8.613558113574981689e-02,8.264278769493103027e-01,7.706199288368225098e-01,9.271470308303833008e-01,4.597454972099512815e-04
9.029918909072875977e-01,9.093669056892395020e-01,4.733578860759735107e-02,9.593725800514221191e-01,4.714678525924682617e-01,4.757852107286453247e-02,1.013258192688226700e-02
8.714493513107299805e-01,8.430399894714355469e-01,2.157013304531574249e-02,9.906653761863708496e-01,9.585353136062622070e-01,8.063269853591918945e-01,3.954439762310357764e-06
8.705123066902160645e-01,1.159437815658748150e-03,9.196434617042541504e-01,1.093086302280426025e-01,2.832928001880645752e-01,9.796766638755798340e-01,2.985813021659851074e-01
8.481490015983581543e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.352288424968719482e-01
8.250683546066284180e-01,0.000000000000000000e+00,9.747250676155090332e-01,1.517833173274993896e-01,4.024406373500823975e-01,1.000000000000000000e+00,2.177430689334869385e-01
8.019526004791259766e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.508340805768966675e-02,1.000000000000000000e+00,1.000000000000000000e+00,7.193532383098499849e-06
