dynamic,controllable,controllable,controllable,controllable,controllable,output
1.789061711612818240e-01,1.501617580652236938e-01,4.789171218872070312e-01,2.748121917247772217e-01,3.119443655014038086e-01,6.569920182228088379e-01,-3.315976619720458984e+00
1.728572533976713843e-01,1.501964032649993896e-01,4.793859422206878662e-01,2.746874392032623291e-01,3.120140731334686279e-01,6.569276452064514160e-01,-3.312116384506225586e+00
2.517329835783018721e-01,1.496158242225646973e-01,4.707612395286560059e-01,2.767741978168487549e-01,3.108393847942352295e-01,6.581724882125854492e-01,-3.292539358139038086e+00
2.378121874681932701e-01,1.497348695993423462e-01,4.726906120777130127e-01,2.763407826423645020e-01,3.110847473144531250e-01,6.579044461250305176e-01,-3.306696414947509766e+00
2.713148043041350710e-01,1.494403928518295288e-01,4.677300453186035156e-01,2.774316072463989258e-01,3.104735016822814941e-01,6.585732698440551758e-01,-3.265384197235107422e+00
1.832732025349168362e-02,1.506204307079315186e-01,4.813584089279174805e-01,2.743448913097381592e-01,3.121562004089355469e-01,6.570039391517639160e-01,-2.919460296630859375e+00
5.948571598952404060e-02,1.506013274192810059e-01,4.826644062995910645e-01,2.738971710205078125e-01,3.124326467514038086e-01,6.566244363784790039e-01,-3.074986219406127930e+00
5.040659751950679612e-02,1.506122648715972900e-01,4.824916124343872070e-01,2.739610970020294189e-01,3.123908638954162598e-01,6.566862463951110840e-01,-3.043436527252197266e+00
1.952339116367973748e-01,1.500618904829025269e-01,4.774933755397796631e-01,2.751745879650115967e-01,3.117400705814361572e-01,6.572072505950927734e-01,-3.321857452392578125e+00
2.308963243395080189e-01,1.497908979654312134e-01,4.735834300518035889e-01,2.761331200599670410e-01,3.112014830112457275e-01,6.577783226966857910e-01,-3.312083721160888672e+00
1.263209216389923062e-01,1.504268795251846313e-01,4.819718599319458008e-01,2.740052342414855957e-01,3.123931586742401123e-01,6.565665602684020996e-01,-3.251940965652465820e+00
7.934043902788734393e-02,1.505696773529052734e-01,4.828240573406219482e-01,2.738174498081207275e-01,3.124852478504180908e-01,6.565342545509338379e-01,-3.138031959533691406e+00
1.435001669791397538e-01,1.503465622663497925e-01,4.812206327915191650e-01,2.742026150226593018e-01,3.122850358486175537e-01,6.566634178161621094e-01,-3.280412673950195312e+00
2.559994256293461959e-02,1.506222188472747803e-01,4.816862046718597412e-01,2.742379307746887207e-01,3.122206628322601318e-01,6.569186449050903320e-01,-2.949178695678710938e+00
8.461591943209131536e-03,1.506203860044479370e-01,4.808476567268371582e-01,2.745080590248107910e-01,3.120576739311218262e-01,6.571319103240966797e-01,-2.877753496170043945e+00
2.108038707346351348e-01,1.499454379081726074e-01,4.759291410446166992e-01,2.755675315856933594e-01,3.115193247795104980e-01,6.574395895004272461e-01,-3.321356773376464844e+00
2.021171512922922409e-01,1.500077992677688599e-01,4.768311679363250732e-01,2.753430306911468506e-01,3.116456270217895508e-01,6.573064327239990234e-01,-3.322365760803222656e+00
4.173161739035764067e-02,1.506185829639434814e-01,4.822644293308258057e-01,2.740422487258911133e-01,3.123404979705810547e-01,6.567569375038146973e-01,-3.011777639389038086e+00
8.658063131253307398e-02,1.505535691976547241e-01,4.828054606914520264e-01,2.738123238086700439e-01,3.124908804893493652e-01,6.565167307853698730e-01,-3.158900260925292969e+00
1.329194413364550853e-01,1.503997743129730225e-01,4.817129075527191162e-01,2.740751802921295166e-01,3.123563230037689209e-01,6.565974950790405273e-01,-3.263735055923461914e+00
1.137483249434164401e-01,1.504745930433273315e-01,4.823694825172424316e-01,2.739040255546569824e-01,3.124474287033081055e-01,6.565249562263488770e-01,-3.226542711257934570e+00
9.960930201134342299e-02,1.505162715911865234e-01,4.826707839965820312e-01,2.738347649574279785e-01,3.124829232692718506e-01,6.565062999725341797e-01,-3.193476438522338867e+00
2.607951903230037449e-01,1.495364904403686523e-01,4.694026112556457520e-01,2.770761549472808838e-01,3.106722831726074219e-01,6.583539247512817383e-01,-3.281002283096313477e+00
1.587009853339631238e-01,1.502757072448730469e-01,4.803608655929565430e-01,2.744306027889251709e-01,3.121578991413116455e-01,6.567849516868591309e-01,-3.299512624740600586e+00
2.824926978024373536e-01,1.493347138166427612e-01,4.658354222774505615e-01,2.778203785419464111e-01,3.102562725543975830e-01,6.588143110275268555e-01,-3.246249437332153320e+00
