evaluation,mae
2.000000000000000000e+00,2.975944326519966321e+00
1.000000000000000000e+01,2.889661332368850921e+00
2.000000000000000000e+01,2.855928529500961321e+00
3.000000000000000000e+01,1.672105560302734384e+00
4.000000000000000000e+01,3.830092811584472900e-01
5.000000000000000000e+01,1.904353713989257735e-01
6.000000000000000000e+01,2.216100692749023438e-03
7.000000000000000000e+01,2.002687454223632622e-03
8.000000000000000000e+01,1.982364654541015486e-03
9.000000000000000000e+01,1.940002441406250009e-03
1.000000000000000000e+02,1.275987625122070339e-03
