evaluation,mae
2.000000000000000000e+00,2.202223701477050710e+00
1.000000000000000000e+01,9.645571899414062678e-01
2.000000000000000000e+01,4.146182441711425692e-01
3.000000000000000000e+01,4.930808925628661910e-01
4.000000000000000000e+01,5.808363246917724876e-01
5.000000000000000000e+01,5.914762163162231579e-01
6.000000000000000000e+01,5.923728466033935103e-01
7.000000000000000000e+01,6.136073923110961781e-01
8.000000000000000000e+01,6.099081754684447798e-01
9.000000000000000000e+01,6.265193557739258123e-01
1.000000000000000000e+02,6.234711790084839222e-01
