evaluation,mae
2.000000000000000000e+00,1.375421284064650473e+00
1.000000000000000000e+01,1.165566752552986252e+00
2.000000000000000000e+01,1.035416350364685156e+00
3.000000000000000000e+01,9.991074287891388295e-01
4.000000000000000000e+01,3.797101378440856934e-01
5.000000000000000000e+01,4.035031008720397772e-01
6.000000000000000000e+01,3.524265551567077881e-01
7.000000000000000000e+01,3.468208932876586936e-01
8.000000000000000000e+01,1.872709035873413030e-01
9.000000000000000000e+01,1.125201749801635759e-01
1.000000000000000000e+02,8.050326347351073608e-02
