dynamic,controllable,controllable,controllable,controllable,controllable,output
2.849524159997700590e-01,1.096292118329339482e-01,6.569770151391215451e-01,3.064395167552386168e-01,8.628667164584769012e-02,6.386892538713726530e-01,1.348466514912152414e+00
3.232027590274810791e-01,9.708626270294189453e-01,3.224003314971923828e-01,1.099439561367034912e-01,9.527374505996704102e-01,2.543730661273002625e-02,2.875600755214691162e-01
3.371880352497100830e-01,1.177506595849990845e-01,7.069687247276306152e-01,3.374352753162384033e-01,9.952873736619949341e-02,6.687878370285034180e-01,1.318536996841430664e+00
3.410545289516448975e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.831647571115633887e-18,5.963889416307210922e-03
3.143865168094635010e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.314436793327331543e-01,2.636425197124481201e-03
3.066923916339874268e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.156797289848327637e-02
3.056811392307281494e-01,2.225301414728164673e-02,1.441196948289871216e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.638565659523010254e-01,2.453820705413818359e-01
3.026653528213500977e-01,1.072051227092742920e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.261642098426818848e-01,1.000000000000000000e+00,1.555460621602833271e-03
2.556264102458953857e-01,1.000000000000000000e+00,6.731877923011779785e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.900091707706451416e-01
2.544250190258026123e-01,1.000000000000000000e+00,6.665890216827392578e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.115219175815582275e-01
2.584954798221588135e-01,0.000000000000000000e+00,6.588250994682312012e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.204790780320763588e-03
3.010758757591247559e-01,6.344947218894958496e-01,7.158344388008117676e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.754626989364624023e-01,2.099093347787857056e-01
3.228830397129058838e-01,1.248796954751014709e-01,8.023629188537597656e-01,3.855645358562469482e-01,3.140982612967491150e-02,6.142457127571105957e-01,6.329481601715087891e-01
2.849743962287902832e-01,1.152618750929832458e-01,6.683263778686523438e-01,3.148262202739715576e-01,1.284311264753341675e-01,6.949797868728637695e-01,1.724354863166809082e+00
2.846992313861846924e-01,1.118651404976844788e-01,6.285898685455322266e-01,2.931651473045349121e-01,1.524353474378585815e-01,7.117545604705810547e-01,2.021446466445922852e+00
2.915512621402740479e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.561914026737213135e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.691056329756975174e-04
2.626639902591705322e-01,0.000000000000000000e+00,5.757504701614379883e-01,4.116330444812774658e-01,1.857057660818099976e-01,7.284210324287414551e-01,1.880119919776916504e+00
2.918255925178527832e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.780205667018890381e-01,1.000000000000000000e+00,2.189391106367111206e-02
2.522498071193695068e-01,4.485748112201690674e-01,6.041626334190368652e-01,0.000000000000000000e+00,1.000000000000000000e+00,7.064210176467895508e-01,5.605531334877014160e-01
2.201232612133026123e-01,1.005398482084274292e-01,5.941728949546813965e-01,2.762606739997863770e-01,1.334424316883087158e-01,7.339402437210083008e-01,1.897225260734558105e+00
2.636402845382690430e-01,6.929291784763336182e-02,6.105942130088806152e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.171044945716857910e-01,2.135325968265533447e-02
2.137102186679840088e-01,0.000000000000000000e+00,5.577714443206787109e-01,3.313191533088684082e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.477914303541183472e-01
2.391221225261688232e-01,1.088778600096702576e-01,6.122963428497314453e-01,2.087389230728149414e-01,2.268908619880676270e-01,7.104066014289855957e-01,2.625381708145141602e+00
2.087786495685577393e-01,1.694291085004806519e-01,1.277822852134704590e-01,0.000000000000000000e+00,2.827824652194976807e-01,1.000000000000000000e+00,4.892711639404296875e-01
1.608256995677947998e-01,1.038393452763557434e-01,6.325914263725280762e-01,1.331835091114044189e-01,2.613641321659088135e-01,7.647547721862792969e-01,2.274213075637817383e+00
