evaluation,mae
2.000000000000000000e+00,1.293853679448366156e+00
1.000000000000000000e+01,1.297174911741167280e+00
2.000000000000000000e+01,1.286152793951332640e+00
3.000000000000000000e+01,1.266844001561403310e+00
4.000000000000000000e+01,1.057230148464441299e+00
5.000000000000000000e+01,6.114245915412902521e-01
6.000000000000000000e+01,5.962501621246337757e-01
7.000000000000000000e+01,3.083720564842223899e-01
8.000000000000000000e+01,2.373085713386535733e-01
9.000000000000000000e+01,1.444794559478759788e-01
1.000000000000000000e+02,5.337257385253905972e-02
