evaluation,mae
2.000000000000000000e+00,1.737394066303968421e+00
1.000000000000000000e+01,1.516020755171775924e+00
2.000000000000000000e+01,1.507693562507629315e+00
3.000000000000000000e+01,5.001250505447387695e-01
4.000000000000000000e+01,5.048124670982361284e-01
5.000000000000000000e+01,4.860666370391845681e-01
6.000000000000000000e+01,4.903244161605834761e-01
7.000000000000000000e+01,4.026396250724792458e-01
8.000000000000000000e+01,4.253317022323608310e-01
9.000000000000000000e+01,4.351058459281921253e-01
1.000000000000000000e+02,4.006348252296447754e-01
