dynamic,controllable,controllable,controllable,controllable,controllable,output
2.315614691005762893e-01,8.828464923018997101e-02,5.207635122087467261e-01,3.316391879473007398e-01,3.489618421529077086e-01,6.172984012143741817e-01,3.048933898873570580e+00
1.824348270893096924e-01,3.355085253715515137e-01,7.572636604309082031e-01,1.270142197608947754e-01,5.811160802841186523e-02,3.662033081054687500e-01,3.799819648265838623e-01
1.993691176176071167e-01,8.409465849399566650e-02,4.986431300640106201e-01,3.342190980911254883e-01,3.585981428623199463e-01,6.352742314338684082e-01,3.052303791046142578e+00
2.098025828599929810e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.646476566791534424e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.478077888488769531e-01
1.661199927330017090e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.659212887287139893e-01,0.000000000000000000e+00,1.730522662401199341e-01
1.470028907060623169e-01,1.890648156404495239e-01,1.000000000000000000e+00,3.661824166774749756e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.246306836605072021e-02
1.369950473308563232e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.502557575702667236e-01,0.000000000000000000e+00,6.792554049752652645e-04
1.552062928676605225e-01,6.505475044250488281e-01,7.935161590576171875e-01,2.629906535148620605e-01,3.708030283451080322e-01,6.100428700447082520e-01,9.333010911941528320e-01
1.741432696580886841e-01,3.751958906650543213e-02,7.410613298416137695e-01,2.589984834194183350e-01,3.636462986469268799e-01,6.180402040481567383e-01,2.333480119705200195e+00
1.694819480180740356e-01,1.015986427664756775e-01,5.265619754791259766e-01,3.682159483432769775e-01,3.571450114250183105e-01,2.543241083621978760e-01,8.244692683219909668e-01
2.089184075593948364e-01,1.138394102454185486e-01,5.392186641693115234e-01,3.140285313129425049e-01,3.253334164619445801e-01,6.845526695251464844e-01,3.191341400146484375e+00
2.046721577644348145e-01,1.156896278262138367e-01,0.000000000000000000e+00,6.074371337890625000e-01,4.672437012195587158e-01,6.800923347473144531e-01,5.568208694458007812e-01
2.010557651519775391e-01,1.332706362009048462e-01,1.000000000000000000e+00,3.192806541919708252e-01,1.000000000000000000e+00,6.935868263244628906e-01,2.165110968053340912e-02
2.327950745820999146e-01,7.216341793537139893e-02,5.625853538513183594e-01,3.320703208446502686e-01,2.765659987926483154e-01,6.958388090133666992e-01,2.980325937271118164e+00
2.506380975246429443e-01,1.091547682881355286e-01,5.430529117584228516e-01,0.000000000000000000e+00,3.472877740859985352e-01,6.982043981552124023e-01,1.717747688293457031e+00
2.167595177888870239e-01,1.552492231130599976e-01,5.647838115692138672e-01,3.653572499752044678e-01,3.504145741462707520e-01,6.964649558067321777e-01,2.905272483825683594e+00
2.107691317796707153e-01,1.191073805093765259e-01,4.864860773086547852e-01,2.759274542331695557e-01,3.186944723129272461e-01,6.711417436599731445e-01,3.301717758178710938e+00
2.261006832122802734e-01,1.731769144535064697e-01,4.411581158638000488e-01,2.916061282157897949e-01,3.023803532123565674e-01,6.651145815849304199e-01,3.288586139678955078e+00
2.494240105152130127e-01,1.070969402790069580e-01,4.137950539588928223e-01,2.830389440059661865e-01,3.107234835624694824e-01,6.799960732460021973e-01,3.238488435745239258e+00
2.347849905490875244e-01,1.655198931694030762e-01,4.691461324691772461e-01,2.692530751228332520e-01,3.250697851181030273e-01,6.711860299110412598e-01,3.290355920791625977e+00
2.386593371629714966e-01,1.431765854358673096e-01,4.756526648998260498e-01,2.787443101406097412e-01,3.053694665431976318e-01,6.556712985038757324e-01,3.303421497344970703e+00
2.276607751846313477e-01,1.558034718036651611e-01,4.752660989761352539e-01,2.733071744441986084e-01,2.992565333843231201e-01,6.866355538368225098e-01,3.285288095474243164e+00
2.493420541286468506e-01,1.458703130483627319e-01,4.729118049144744873e-01,2.857032120227813721e-01,3.135361373424530029e-01,6.657773256301879883e-01,3.290781021118164062e+00
2.014703750610351562e-01,1.459803879261016846e-01,4.565404057502746582e-01,2.636098861694335938e-01,3.051777780055999756e-01,6.551491022109985352e-01,3.311652898788452148e+00
2.243641912937164307e-01,2.098117172718048096e-01,3.928732573986053467e-01,2.450643032789230347e-01,2.803190052509307861e-01,6.439796686172485352e-01,3.137279748916625977e+00
1.849899142980575562e-01,1.452267318964004517e-01,4.671477079391479492e-01,2.764643728733062744e-01,3.107836544513702393e-01,6.615564823150634766e-01,3.316938400268554688e+00
1.662862896919250488e-01,2.836893200874328613e-01,3.809346258640289307e-01,2.762916684150695801e-01,3.199336230754852295e-01,8.600547909736633301e-01,2.200216054916381836e+00
2.014685422182083130e-01,1.352923214435577393e-01,4.665306508541107178e-01,2.689847946166992188e-01,3.100160658359527588e-01,6.588025093078613281e-01,3.317462205886840820e+00
2.038478404283523560e-01,1.535610854625701904e-01,4.810388088226318359e-01,2.732571661472320557e-01,3.088521957397460938e-01,6.563190817832946777e-01,3.321446180343627930e+00
1.657981723546981812e-01,1.477259844541549683e-01,4.716500043869018555e-01,2.751190960407257080e-01,3.097895979881286621e-01,6.606277823448181152e-01,3.305172681808471680e+00
1.333374679088592529e-01,1.274344772100448608e-01,4.825214147567749023e-01,2.574832141399383545e-01,3.091228008270263672e-01,6.562342047691345215e-01,3.250065088272094727e+00
1.568197906017303467e-01,1.548155099153518677e-01,4.461009800434112549e-01,2.800359129905700684e-01,3.264392316341400146e-01,6.431499123573303223e-01,3.269560575485229492e+00
1.420375555753707886e-01,1.508570909500122070e-01,4.709064662456512451e-01,2.876321673393249512e-01,2.931851148605346680e-01,6.543063521385192871e-01,3.255118608474731445e+00
1.677909642457962036e-01,1.450368762016296387e-01,4.476551413536071777e-01,2.724920809268951416e-01,3.141872286796569824e-01,6.773598194122314453e-01,3.287101745605468750e+00
