dynamic,controllable,controllable,controllable,controllable,controllable,output
2.481928552323038051e-01,1.496473401784896851e-01,4.712672233581542969e-01,2.766652107238769531e-01,3.109025359153747559e-01,6.581019759178161621e-01,-3.296553611755371094e+00
1.937950220841954396e-01,1.500667482614517212e-01,4.776339828968048096e-01,2.751392126083374023e-01,3.117605745792388916e-01,6.571885347366333008e-01,-3.321604251861572266e+00
7.383619298449243251e-01,1.464596241712570190e-01,3.682592809200286865e-01,2.878724336624145508e-01,3.047755956649780273e-01,6.656081676483154297e-01,-1.409943580627441406e+00
5.074807961802610956e-01,8.824419975280761719e-01,8.492673039436340332e-01,5.739853382110595703e-01,1.395388990640640259e-01,3.849791362881660461e-02,-2.676628828048706055e+00
3.267505513624836544e-01,1.488883048295974731e-01,4.571432173252105713e-01,2.794315814971923828e-01,3.093617260456085205e-01,6.598244309425354004e-01,-3.146728277206420898e+00
1.075528636140053312e-01,1.504948735237121582e-01,4.825206398963928223e-01,2.738677859306335449e-01,3.124662935733795166e-01,6.565123200416564941e-01,-3.212633609771728516e+00
8.736428666271219001e-02,1.505512446165084839e-01,4.828012883663177490e-01,2.738124728202819824e-01,3.124910593032836914e-01,6.565153002738952637e-01,-3.161088943481445312e+00
6.487287762141075165e-01,1.464531421661376953e-01,3.771579563617706299e-01,2.873280048370361328e-01,3.050892353057861328e-01,6.650699377059936523e-01,-1.813224792480468750e+00
3.642348064529042917e-01,8.824046254158020020e-01,8.416758775711059570e-01,5.739589333534240723e-01,1.414410769939422607e-01,3.853809088468551636e-02,-3.115524291992187500e+00
8.195205112011294535e-01,3.985599875450134277e-01,8.227257728576660156e-01,2.929657399654388428e-01,1.542274802923202515e-01,9.697538018226623535e-01,-1.325253129005432129e+00
2.874090412145257137e-02,1.506234258413314819e-01,4.818148612976074219e-01,2.741959691047668457e-01,3.122464120388031006e-01,6.568855047225952148e-01,-2.961733102798461914e+00
5.348958725953467663e-01,8.824172019958496094e-01,8.484625816345214844e-01,5.739642977714538574e-01,1.413812637329101562e-01,3.852700069546699524e-02,-2.401369333267211914e+00
6.765498342798389464e-01,1.464244872331619263e-01,3.736067414283752441e-01,2.875411808490753174e-01,3.049707114696502686e-01,6.652562618255615234e-01,-1.685047507286071777e+00
4.104079906876527684e-01,8.824472427368164062e-01,8.465634584426879883e-01,5.739933848381042480e-01,1.387052685022354126e-01,3.849318251013755798e-02,-3.201360940933227539e+00
3.481670526753656847e-01,1.486616730690002441e-01,4.522612094879150391e-01,2.802278995513916016e-01,3.089224994182586670e-01,6.603294610977172852e-01,-3.086324214935302734e+00
2.270350017291148381e-01,1.498222053050994873e-01,4.740628302097320557e-01,2.760196626186370850e-01,3.112652599811553955e-01,6.577095985412597656e-01,-3.314607620239257812e+00
6.896922729273035069e-01,1.464211195707321167e-01,3.721892833709716797e-01,2.876263856887817383e-01,3.049220442771911621e-01,6.653360128402709961e-01,-1.625278949737548828e+00
1.477042214520139785e-01,1.503324508666992188e-01,4.810046553611755371e-01,2.742611169815063477e-01,3.122528195381164551e-01,6.566945910453796387e-01,-3.286270141601562500e+00
2.752659224978702412e-01,1.494034379720687866e-01,4.670743942260742188e-01,2.775678336620330811e-01,3.103971779346466064e-01,6.586576104164123535e-01,-3.258914709091186523e+00
4.269152489798881400e-01,8.824561834335327148e-01,8.476499915122985840e-01,5.739986300468444824e-01,1.382586061954498291e-01,3.848391771316528320e-02,-3.176314353942871094e+00
6.169505186755370740e-01,1.465213745832443237e-01,3.821921944618225098e-01,2.870209515094757080e-01,3.052569627761840820e-01,6.648254394531250000e-01,-1.961474657058715820e+00
4.627091948358254547e-01,8.824584484100341797e-01,8.491173386573791504e-01,5.740022063255310059e-01,1.380827128887176514e-01,3.847970440983772278e-02,-3.024950265884399414e+00
7.766027533638111269e-01,3.942556977272033691e-01,8.202713727951049805e-01,2.918176651000976562e-01,1.655946969985961914e-01,9.616547226905822754e-01,-1.359582066535949707e+00
4.653350628816706192e-02,1.506158709526062012e-01,4.823963344097137451e-01,2.739951610565185547e-01,3.123691976070404053e-01,6.567165851593017578e-01,-3.029481172561645508e+00
5.795251504538767584e-01,1.466543823480606079e-01,3.895245194435119629e-01,2.865528166294097900e-01,3.055094778537750244e-01,6.644778847694396973e-01,-2.136834621429443359e+00
