evaluation,mae
2.000000000000000000e+00,1.272843827009201068e+00
1.000000000000000000e+01,7.393495154380798073e-01
2.000000000000000000e+01,3.579807043075561301e-01
3.000000000000000000e+01,3.157650327682495206e-01
4.000000000000000000e+01,3.181733846664428489e-01
5.000000000000000000e+01,3.050703430175781272e-01
6.000000000000000000e+01,3.067216968536377042e-01
7.000000000000000000e+01,3.076711893081665039e-01
8.000000000000000000e+01,2.786023712158203214e-01
9.000000000000000000e+01,2.474954128265380859e-01
1.000000000000000000e+02,1.678658056259155207e-01
