evaluation,mae
2.000000000000000000e+00,3.177514610663056516e+00
1.000000000000000000e+01,2.903723095655441178e+00
2.000000000000000000e+01,1.912468156814575160e+00
3.000000000000000000e+01,1.473046140670776438e+00
4.000000000000000000e+01,6.322425079345702637e-01
5.000000000000000000e+01,6.424061775207519365e-02
6.000000000000000000e+01,2.144679069519042983e-02
7.000000000000000000e+01,1.535683631896972608e-02
8.000000000000000000e+01,1.208237648010253990e-02
9.000000000000000000e+01,1.212940216064453160e-02
1.000000000000000000e+02,1.160307884216308510e-02
