dynamic,controllable,controllable,controllable,controllable,controllable,output
5.475662684179476436e-01,1.468149721622467041e-01,3.969627916812896729e-01,2.860412001609802246e-01,3.057828843593597412e-01,6.641195416450500488e-01,-2.285585165023803711e+00
8.162273830261594920e-01,3.982727527618408203e-01,8.225644230842590332e-01,2.928712666034698486e-01,1.550305485725402832e-01,9.692086577415466309e-01,-1.327702403068542480e+00
8.995631015422469456e-01,4.039897322654724121e-01,8.257166743278503418e-01,2.956732511520385742e-01,1.376501172780990601e-01,9.801914691925048828e-01,-1.273638129234313965e+00
5.811323740221696621e-01,1.466467827558517456e-01,3.891773521900177002e-01,2.865750491619110107e-01,3.054974079132080078e-01,6.644951105117797852e-01,-2.129315137863159180e+00
9.189586901463965285e-01,4.049605727195739746e-01,8.262394666671752930e-01,2.964736819267272949e-01,1.343763619661331177e-01,9.820844531059265137e-01,-1.263119935989379883e+00
6.620982968419615311e-01,1.464361846446990967e-01,3.753546178340911865e-01,2.874362170696258545e-01,3.050292730331420898e-01,6.651620864868164062e-01,-1.751382470130920410e+00
5.271279738548637628e-01,8.824255466461181641e-01,8.487741351127624512e-01,5.739707350730895996e-01,1.407782882452011108e-01,3.851674869656562805e-02,-2.482779741287231445e+00
7.940115533267774195e-01,3.961592912673950195e-01,8.213661909103393555e-01,2.922634780406951904e-01,1.607394367456436157e-01,9.652178287506103516e-01,-1.345006346702575684e+00
7.775403302053383037e-01,3.943645060062408447e-01,8.203345537185668945e-01,2.918412685394287109e-01,1.653244346380233765e-01,9.618582129478454590e-01,-1.358772873878479004e+00
8.455555571909113555e-01,4.006276726722717285e-01,8.238787055015563965e-01,2.937538325786590576e-01,1.482395678758621216e-01,9.736981391906738281e-01,-1.306864500045776367e+00
6.440350235746860053e-01,1.464610695838928223e-01,3.778343796730041504e-01,2.872873842716217041e-01,3.051117360591888428e-01,6.650361418724060059e-01,-1.835026144981384277e+00
6.302663336970425467e-01,1.464894562959671021e-01,3.799511492252349854e-01,2.871591448783874512e-01,3.051819801330566406e-01,6.649327874183654785e-01,-1.899193048477172852e+00
5.577507103071046579e-01,1.467587202787399292e-01,3.944805562496185303e-01,2.862161099910736084e-01,3.056894838809967041e-01,6.642410755157470703e-01,-2.238381862640380859e+00
6.913035803686300440e-01,1.464192420244216919e-01,3.720270991325378418e-01,2.876361906528472900e-01,3.049166202545166016e-01,6.653459668159484863e-01,-1.617991924285888672e+00
7.345901025579036903e-01,1.464531272649765015e-01,3.684949576854705811e-01,2.878565788269042969e-01,3.047855198383331299e-01,6.655883193016052246e-01,-1.426238298416137695e+00
5.932582715721422817e-01,1.465986520051956177e-01,3.866565227508544922e-01,2.867390811443328857e-01,3.054091632366180420e-01,6.646144390106201172e-01,-2.072521209716796875e+00
8.597842199235304905e-01,4.016211628913879395e-01,8.244260549545288086e-01,2.942194342613220215e-01,1.452236771583557129e-01,9.756072759628295898e-01,-1.297502398490905762e+00
6.100787670003825491e-01,1.465415358543395996e-01,3.834239244461059570e-01,2.869442105293273926e-01,3.052985370159149170e-01,6.647670269012451172e-01,-1.993669152259826660e+00
7.452613208560114888e-01,3.901174664497375488e-01,8.178399205207824707e-01,2.910720705986022949e-01,1.753140389919281006e-01,9.540103673934936523e-01,-1.388354897499084473e+00
8.828041756362152714e-01,4.030591249465942383e-01,8.252121210098266602e-01,2.950318455696105957e-01,1.406936794519424438e-01,9.783844947814941406e-01,-1.283298134803771973e+00
7.195865478723650899e-01,1.464345008134841919e-01,3.695420622825622559e-01,2.877891361713409424e-01,3.048266172409057617e-01,6.655072569847106934e-01,-1.491755604743957520e+00
8.380017493724801758e-01,4.000620543956756592e-01,8.235647678375244141e-01,2.935172021389007568e-01,1.499135196208953857e-01,9.726162552833557129e-01,-1.312026977539062500e+00
6.781133954494631411e-01,1.464240550994873047e-01,3.734287619590759277e-01,2.875516116619110107e-01,3.049645125865936279e-01,6.652654409408569336e-01,-1.677907109260559082e+00
7.620202898047112594e-01,3.924586474895477295e-01,8.192242383956909180e-01,2.914629876613616943e-01,1.699488759040832520e-01,9.583183526992797852e-01,-1.372541546821594238e+00
5.038471598579590260e-01,8.824445605278015137e-01,8.493144512176513672e-01,5.739877223968505859e-01,1.393515318632125854e-01,3.849559277296066284e-02,-2.710208415985107422e+00
