dynamic,controllable,controllable,controllable,controllable,controllable,output
8.227138939654017324e-01,9.895642011177315789e-01,3.655526558136823478e-01,9.168883151807815102e-01,3.029602827619948258e-01,6.897851648023264337e-01,2.013582221086681820e-03
8.470019698143005371e-01,7.428716421127319336e-01,6.192545890808105469e-01,4.488248229026794434e-01,2.580477595329284668e-01,5.964356064796447754e-01,1.947224736213684082e-01
8.060823678970336914e-01,7.090606093406677246e-01,6.007209420204162598e-01,4.730271399021148682e-01,1.058455854654312134e-01,6.727461218833923340e-01,1.673177331686019897e-01
8.370018601417541504e-01,8.087942004203796387e-01,6.653203368186950684e-01,3.901606202125549316e-01,4.555850923061370850e-01,3.832334280014038086e-01,7.716425508260726929e-02
8.748621940612792969e-01,7.218834161758422852e-01,1.680762618780136108e-01,9.860693812370300293e-01,7.888329625129699707e-01,1.732385605573654175e-01,8.039639331400394440e-03
8.298665285110473633e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.543921053409576416e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.247744705528020859e-04
8.549285531044006348e-01,1.000000000000000000e+00,6.155733466148376465e-01,1.416778471320867538e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.850102271419018507e-04
8.181195259094238281e-01,6.377859711647033691e-01,5.950288176536560059e-01,1.000000000000000000e+00,2.800000607967376709e-01,0.000000000000000000e+00,1.729645580053329468e-02
7.974550127983093262e-01,3.681544959545135498e-01,9.831381440162658691e-01,6.482590734958648682e-02,4.120554309338331223e-03,3.947574198246002197e-01,4.086972028017044067e-02
8.326230645179748535e-01,6.074018478393554688e-01,2.726723812520503998e-02,4.986544251441955566e-01,6.456842180341482162e-03,2.634766995906829834e-01,5.051109567284584045e-02
8.418573141098022461e-01,1.382138729095458984e-01,5.785744190216064453e-01,8.752511143684387207e-01,5.196429323405027390e-03,5.604620575904846191e-01,1.744256541132926941e-02
8.719434738159179688e-01,9.122012257575988770e-01,1.069100201129913330e-01,3.261653007939457893e-03,9.894987344741821289e-01,1.560734361410140991e-01,2.210884355008602142e-03
8.759401440620422363e-01,8.649373054504394531e-02,1.993607431650161743e-01,5.041083693504333496e-02,5.142093896865844727e-01,7.883839607238769531e-01,1.981860399246215820e-01
8.995506763458251953e-01,1.180032864212989807e-01,2.599105834960937500e-01,2.256329804658889771e-01,1.552205234766006470e-01,8.219367861747741699e-01,4.244110584259033203e-01
9.084187150001525879e-01,0.000000000000000000e+00,2.334791123867034912e-01,2.359812557697296143e-01,0.000000000000000000e+00,8.271226882934570312e-01,1.138241812586784363e-01
9.498081803321838379e-01,1.516875028610229492e-01,3.544763624668121338e-01,7.958658039569854736e-02,1.737015992403030396e-01,8.664395809173583984e-01,2.354138493537902832e-01
9.808002114295959473e-01,1.608305573463439941e-01,8.683813363313674927e-02,7.301514148712158203e-01,2.457456439733505249e-01,7.869510650634765625e-01,5.951648578047752380e-02
9.766792654991149902e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.701505422592163086e-01,1.782003641128540039e-01,1.000000000000000000e+00,1.339587122201919556e-01
9.587242603302001953e-01,1.513680219650268555e-01,8.549799323081970215e-01,1.700919419527053833e-01,2.850865125656127930e-01,7.166716456413269043e-01,4.871850013732910156e-01
9.855357408523559570e-01,0.000000000000000000e+00,4.725373387336730957e-01,2.240782231092453003e-01,2.677388787269592285e-01,7.479984164237976074e-01,4.529078602790832520e-01
1.000000000000000000e+00,1.273143589496612549e-01,9.221169352531433105e-01,1.843610852956771851e-01,8.403411507606506348e-01,6.584739685058593750e-01,3.178249578922986984e-03
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.017801284790039062e-02,3.083238601684570312e-01,0.000000000000000000e+00,4.630245734006166458e-03
9.523931145668029785e-01,8.276726603507995605e-01,1.000000000000000000e+00,2.016176730394363403e-01,2.364165335893630981e-01,7.382519841194152832e-01,9.328017383813858032e-02
9.303065538406372070e-01,1.595811098814010620e-01,5.464871525764465332e-01,2.242740690708160400e-01,2.487439364194869995e-01,7.467181086540222168e-01,6.223520040512084961e-01
9.106802344322204590e-01,2.099269926548004150e-01,3.454715609550476074e-01,2.637191712856292725e-01,2.589655220508575439e-01,7.487903237342834473e-01,6.860829591751098633e-01
8.971200585365295410e-01,2.303415834903717041e-01,0.000000000000000000e+00,2.849005162715911865e-01,2.684808671474456787e-01,7.406669259071350098e-01,5.933886766433715820e-01
8.684008717536926270e-01,2.294264137744903564e-01,6.469398140907287598e-01,2.881671190261840820e-01,2.662814855575561523e-01,7.574367523193359375e-01,8.579522371292114258e-01
8.797337412834167480e-01,2.520159184932708740e-01,8.252358436584472656e-01,3.214951157569885254e-01,2.845519781112670898e-01,7.631016969680786133e-01,8.311445713043212891e-01
9.194238781929016113e-01,2.011278867721557617e-01,8.260122537612915039e-01,3.326699435710906982e-01,2.558539807796478271e-01,7.132682204246520996e-01,6.549979448318481445e-01
9.661726951599121094e-01,2.210803627967834473e-01,8.460906744003295898e-01,3.139613568782806396e-01,3.335523307323455811e-01,8.290877938270568848e-01,6.551253199577331543e-01
9.720928072929382324e-01,3.555155098438262939e-01,7.801147699356079102e-01,3.077764213085174561e-01,2.396510094404220581e-01,8.037791848182678223e-01,8.352813720703125000e-01
9.613333940505981445e-01,2.925344407558441162e-01,7.517644762992858887e-01,2.976570129394531250e-01,2.583726644515991211e-01,7.783638834953308105e-01,7.540183067321777344e-01
9.922102689743041992e-01,3.639560043811798096e-01,6.728193163871765137e-01,3.173840939998626709e-01,2.974057197570800781e-01,7.693271636962890625e-01,6.067836284637451172e-01
9.898028373718261719e-01,3.003661632537841797e-01,1.000000000000000000e+00,3.366068303585052490e-01,2.181285917758941650e-01,8.351013660430908203e-01,5.537964701652526855e-01
9.479146599769592285e-01,3.250352144241333008e-01,8.229343295097351074e-01,2.563484311103820801e-01,2.653883099555969238e-01,8.050081729888916016e-01,8.417564630508422852e-01
9.483554363250732422e-01,3.467506170272827148e-01,6.586663126945495605e-01,2.732358276844024658e-01,2.582797110080718994e-01,8.189220428466796875e-01,7.348354458808898926e-01
9.080764651298522949e-01,3.012569844722747803e-01,8.940415978431701660e-01,2.783031761646270752e-01,2.628607153892517090e-01,7.869623899459838867e-01,7.857791185379028320e-01
9.433345198631286621e-01,3.366594910621643066e-01,8.726116418838500977e-01,2.647432386875152588e-01,2.245180457830429077e-01,7.650467753410339355e-01,7.429639101028442383e-01
9.914156198501586914e-01,3.192896544933319092e-01,6.052483618259429932e-02,2.077955156564712524e-01,3.627187013626098633e-01,8.082721829414367676e-01,3.148047626018524170e-01
1.000000000000000000e+00,2.940142452716827393e-01,3.847521245479583740e-01,3.818135559558868408e-01,1.619548946619033813e-01,8.071168661117553711e-01,2.836951315402984619e-01
9.814141392707824707e-01,5.012049078941345215e-01,3.450680971145629883e-01,2.533440589904785156e-01,2.302169501781463623e-01,7.269026637077331543e-01,3.212800621986389160e-01
9.568488597869873047e-01,2.057892829179763794e-01,3.103620111942291260e-01,3.598850667476654053e-01,4.150941967964172363e-01,7.319662570953369141e-01,4.618512094020843506e-01
9.942650794982910156e-01,4.582408964633941650e-01,7.710124850273132324e-01,2.483930289745330811e-01,3.248950242996215820e-01,9.426519274711608887e-01,8.339060544967651367e-01
9.850609898567199707e-01,3.931441307067871094e-01,9.224226474761962891e-01,2.574616372585296631e-01,3.048118352890014648e-01,9.479343295097351074e-01,8.281717896461486816e-01
9.629074335098266602e-01,3.961180448532104492e-01,8.598632812500000000e-01,2.680050432682037354e-01,3.074097037315368652e-01,9.296371936798095703e-01,9.408719539642333984e-01
1.000000000000000000e+00,4.739409983158111572e-01,9.507225155830383301e-01,3.072642385959625244e-01,3.637587130069732666e-01,1.000000000000000000e+00,5.784993171691894531e-01
1.000000000000000000e+00,3.533836305141448975e-01,8.051776289939880371e-01,2.348020374774932861e-01,2.616768479347229004e-01,1.000000000000000000e+00,1.021395206451416016e+00
1.000000000000000000e+00,3.778411746025085449e-01,8.072994947433471680e-01,2.708357274532318115e-01,2.370175421237945557e-01,1.000000000000000000e+00,1.093923330307006836e+00
9.781921505928039551e-01,3.857473731040954590e-01,8.104931116104125977e-01,2.913211584091186523e-01,2.257408499717712402e-01,1.000000000000000000e+00,1.133333206176757812e+00
9.890192151069641113e-01,2.230275981128215790e-02,6.192455813288688660e-02,2.897038161754608154e-01,2.784333229064941406e-01,2.428274303674697876e-01,1.063033118844032288e-01
9.532686471939086914e-01,3.799856603145599365e-01,8.107761740684509277e-01,2.952425479888916016e-01,2.251684516668319702e-01,1.000000000000000000e+00,1.147829413414001465e+00
9.300656914710998535e-01,3.739723265171051025e-01,8.080728650093078613e-01,2.964971363544464111e-01,2.304463684558868408e-01,1.000000000000000000e+00,1.150373697280883789e+00
9.554632902145385742e-01,3.682654201984405518e-01,8.028837442398071289e-01,3.329831957817077637e-01,2.349894344806671143e-01,1.000000000000000000e+00,1.115943431854248047e+00
9.347891211509704590e-01,4.026770889759063721e-01,8.167198300361633301e-01,2.781121134757995605e-01,2.174379676580429077e-01,1.000000000000000000e+00,1.179174661636352539e+00
9.562415480613708496e-01,4.300822913646697998e-01,8.269712328910827637e-01,2.673356533050537109e-01,1.850099265575408936e-01,1.000000000000000000e+00,1.202119231224060059e+00
9.530665278434753418e-01,3.918550908565521240e-01,8.328620195388793945e-01,2.559960782527923584e-01,1.569578796625137329e-01,1.000000000000000000e+00,1.229647636413574219e+00
9.394512772560119629e-01,3.782279193401336670e-01,8.327053189277648926e-01,2.712551355361938477e-01,1.367064863443374634e-01,1.000000000000000000e+00,1.237534642219543457e+00
9.155976176261901855e-01,3.777751326560974121e-01,8.377112746238708496e-01,2.414668053388595581e-01,1.403260082006454468e-01,1.000000000000000000e+00,1.244146823883056641e+00
8.834036588668823242e-01,3.894439935684204102e-01,8.388306498527526855e-01,2.834040522575378418e-01,1.351071000099182129e-01,1.000000000000000000e+00,1.269809603691101074e+00
8.933526873588562012e-01,4.226241707801818848e-01,8.101732134819030762e-01,2.866563498973846436e-01,1.158801838755607605e-01,1.000000000000000000e+00,1.258759975433349609e+00
8.853182196617126465e-01,4.268951714038848877e-01,8.564983606338500977e-01,2.952833175659179688e-01,1.164454892277717590e-01,1.000000000000000000e+00,1.248744845390319824e+00
8.822963833808898926e-01,3.677286803722381592e-01,8.209008574485778809e-01,3.083483576774597168e-01,1.247275322675704956e-01,1.000000000000000000e+00,1.258374929428100586e+00
9.001707434654235840e-01,3.932323753833770752e-01,8.282082676887512207e-01,2.436665147542953491e-01,8.974684029817581177e-02,1.000000000000000000e+00,1.245044946670532227e+00
9.150223731994628906e-01,3.972085416316986084e-01,8.316885828971862793e-01,3.245000839233398438e-01,1.015320569276809692e-01,1.000000000000000000e+00,1.249838232994079590e+00
8.997333049774169922e-01,3.958541452884674072e-01,8.265249729156494141e-01,2.855864763259887695e-01,1.305418461561203003e-01,9.629715085029602051e-01,1.267235994338989258e+00
8.875805735588073730e-01,3.942557573318481445e-01,8.262388110160827637e-01,2.842310965061187744e-01,1.308839619159698486e-01,9.727230668067932129e-01,1.277755618095397949e+00
8.619784712791442871e-01,3.862815499305725098e-01,8.244401812553405762e-01,2.803757488727569580e-01,1.330904215574264526e-01,9.623648524284362793e-01,1.288276195526123047e+00
9.110272526741027832e-01,3.180192410945892334e-01,8.384263515472412109e-01,2.986986339092254639e-01,8.672057837247848511e-02,9.486432671546936035e-01,1.137229084968566895e+00
9.361624717712402344e-01,4.775153100490570068e-01,8.153483271598815918e-01,5.124773979187011719e-01,9.898468106985092163e-02,1.000000000000000000e+00,1.155860900878906250e+00
9.268366694450378418e-01,3.050711154937744141e-01,8.347403407096862793e-01,9.109980463981628418e-01,1.279109716415405273e-01,1.000000000000000000e+00,1.007646679878234863e+00
9.687469601631164551e-01,4.823703765869140625e-01,8.208143711090087891e-01,0.000000000000000000e+00,9.772986173629760742e-02,1.000000000000000000e+00,1.120138406753540039e+00
9.249085187911987305e-01,2.865192592144012451e-01,3.680838048458099365e-01,6.335952132940292358e-02,3.950511217117309570e-01,5.011948347091674805e-01,2.847212851047515869e-01
