dynamic,controllable,controllable,controllable,controllable,controllable,output
6.031597854408974335e-01,1.465635299682617188e-01,3.847160935401916504e-01,2.868629097938537598e-01,3.053424954414367676e-01,6.647059917449951172e-01,-2.026103019714355469e+00
6.462368517904752974e-01,1.464573442935943604e-01,3.775135874748229980e-01,2.873065173625946045e-01,3.051012754440307617e-01,6.650524139404296875e-01,-1.824793934822082520e+00
4.153204860917403263e-01,8.824515342712402344e-01,8.469252586364746094e-01,5.739932656288146973e-01,1.385455876588821411e-01,3.848956897854804993e-02,-3.196977853775024414e+00
7.426613022410220033e-01,1.464666724205017090e-01,3.680047690868377686e-01,2.878895103931427002e-01,3.047647178173065186e-01,6.656311750411987305e-01,-1.391460061073303223e+00
4.665477986627688534e-01,8.824594020843505859e-01,8.491640686988830566e-01,5.740008950233459473e-01,1.381530612707138062e-01,3.847940266132354736e-02,-3.001386642456054688e+00
5.581904624080920030e-01,1.467564851045608521e-01,3.943756222724914551e-01,2.862234413623809814e-01,3.056855499744415283e-01,6.642461419105529785e-01,-2.236338853836059570e+00
4.913845030100789657e-01,8.824520111083984375e-01,8.494019508361816406e-01,5.739943385124206543e-01,1.388101130723953247e-01,3.848760947585105896e-02,-2.818992614746093750e+00
5.773679556491531084e-01,1.466633975505828857e-01,3.899931609630584717e-01,2.865207791328430176e-01,3.055260479450225830e-01,6.644564867019653320e-01,-2.146923303604125977e+00
6.781986849483275792e-01,1.464241147041320801e-01,3.734191358089447021e-01,2.875521481037139893e-01,3.049642145633697510e-01,6.652660369873046875e-01,-1.677517890930175781e+00
4.997038035659941979e-01,8.824474811553955078e-01,8.493570089340209961e-01,5.739899277687072754e-01,1.391523480415344238e-01,3.849291428923606873e-02,-2.747508764266967773e+00
3.540977152504264924e-01,1.485962569713592529e-01,4.508370757102966309e-01,2.804478406906127930e-01,3.088019490242004395e-01,6.604688167572021484e-01,-3.068337440490722656e+00
6.205432162454207479e-01,1.465122699737548828e-01,3.815689682960510254e-01,2.870596051216125488e-01,3.052359521389007568e-01,6.648556590080261230e-01,-1.944654583930969238e+00
3.743167951842403252e-01,8.824185132980346680e-01,8.429930806159973145e-01,5.739669203758239746e-01,1.406321823596954346e-01,3.852538391947746277e-02,-3.153492212295532227e+00
7.141614653885131059e-01,1.464266926050186157e-01,3.699623048305511475e-01,2.877610921859741211e-01,3.048425614833831787e-01,6.654766201972961426e-01,-1.515707015991210938e+00
3.669704667609762216e-01,8.824114799499511719e-01,8.420367836952209473e-01,5.739586949348449707e-01,1.412107497453689575e-01,3.853593021631240845e-02,-3.126847982406616211e+00
6.378427892009497224e-01,1.464723795652389526e-01,3.787613809108734131e-01,2.872312664985656738e-01,3.051426410675048828e-01,6.649905443191528320e-01,-1.863848090171813965e+00
7.067257177546988345e-01,1.464248448610305786e-01,3.705857396125793457e-01,2.877238988876342773e-01,3.048653602600097656e-01,6.654353737831115723e-01,-1.548746347427368164e+00
5.360733886970068252e-01,8.824155330657958984e-01,8.484399318695068359e-01,5.739620327949523926e-01,1.414816081523895264e-01,3.852659091353416443e-02,-2.388836622238159180e+00
4.520734788766146428e-01,8.824603557586669922e-01,8.487784862518310547e-01,5.740013122558593750e-01,1.380206346511840820e-01,3.847597539424896240e-02,-3.083137035369873047e+00
5.173050815593911445e-01,8.824346661567687988e-01,8.490644693374633789e-01,5.739790797233581543e-01,1.401089727878570557e-01,3.850625827908515930e-02,-2.582103729248046875e+00
7.766005701591536248e-01,3.942553102970123291e-01,8.202713131904602051e-01,2.918177247047424316e-01,1.655951142311096191e-01,9.616543650627136230e-01,-1.359583973884582520e+00
4.348029929240058711e-01,8.824579119682312012e-01,8.480917215347290039e-01,5.740000605583190918e-01,1.381087601184844971e-01,3.848069161176681519e-02,-3.154091119766235352e+00
7.597141277248649072e-01,3.921556770801544189e-01,8.190463781356811523e-01,2.914089858531951904e-01,1.706626713275909424e-01,9.577581286430358887e-01,-1.374657392501831055e+00
6.636156187936699258e-01,1.464345306158065796e-01,3.751621246337890625e-01,2.874475419521331787e-01,3.050226569175720215e-01,6.651724576950073242e-01,-1.744390845298767090e+00
3.951257133359515339e-01,8.824371099472045898e-01,8.452590703964233398e-01,5.739845633506774902e-01,1.393765658140182495e-01,3.850192204117774963e-02,-3.198228120803833008e+00
