evaluation,mae
2.000000000000000000e+00,2.947762558460235383e+00
1.000000000000000000e+01,2.763452528715133472e+00
2.000000000000000000e+01,2.697609099149703926e+00
3.000000000000000000e+01,2.652364329099655027e+00
4.000000000000000000e+01,2.624034597873687868e+00
5.000000000000000000e+01,1.999094324111938548e+00
6.000000000000000000e+01,1.125056982040405273e+00
7.000000000000000000e+01,7.131108665466308061e-01
8.000000000000000000e+01,1.248163604736328147e-01
9.000000000000000000e+01,8.845233917236327778e-03
1.000000000000000000e+02,7.182207107543945451e-03
