dynamic,controllable,controllable,controllable,controllable,controllable,output
1.794090399856969054e-01,8.853391979969830183e-01,2.111232097182454970e-01,8.081507850064116871e-01,9.253745478254049583e-01,4.824408127380385158e-01,4.781001216515148866e-02
1.350284069776535034e-01,7.869106531143188477e-01,1.840947866439819336e-01,9.748253822326660156e-01,5.881567597389221191e-01,6.460333466529846191e-01,3.479049075394868851e-03
1.747588962316513062e-01,1.283575445413589478e-01,8.575527667999267578e-01,1.308084186166524887e-02,8.883722424507141113e-01,2.836880385875701904e-01,1.002967357635498047e-01
1.729554384946823120e-01,5.825765132904052734e-01,9.123909473419189453e-01,2.656140029430389404e-01,4.952485263347625732e-01,2.761619389057159424e-01,2.708126306533813477e-01
1.940362304449081421e-01,7.496188282966613770e-01,9.325399398803710938e-01,3.579385578632354736e-01,3.505637943744659424e-01,2.735750377178192139e-01,5.069587230682373047e-01
2.262748479843139648e-01,9.334842562675476074e-01,9.547315835952758789e-01,4.582672715187072754e-01,1.914920508861541748e-01,2.709534466266632080e-01,7.789676785469055176e-01
2.303861379623413086e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.278237465769052505e-03
2.223446369171142578e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.899498343467712402e-01,0.000000000000000000e+00,3.019641339778900146e-01,3.860281407833099365e-01
2.584665715694427490e-01,1.000000000000000000e+00,9.536544680595397949e-01,2.560960352420806885e-01,0.000000000000000000e+00,2.239049524068832397e-01,4.519583582878112793e-01
2.687982022762298584e-01,9.419355988502502441e-01,7.923346161842346191e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.428398144431412220e-04
2.853766977787017822e-01,1.000000000000000000e+00,3.229227960109710693e-01,0.000000000000000000e+00,2.041443288326263428e-01,0.000000000000000000e+00,8.391237258911132812e-02
3.316906988620758057e-01,1.000000000000000000e+00,9.125689268112182617e-01,0.000000000000000000e+00,2.230291068553924561e-01,1.906594038009643555e-01,7.975921779870986938e-02
