evaluation,mae
2.000000000000000000e+00,1.265369133930653422e+00
1.000000000000000000e+01,1.265802075732499254e+00
2.000000000000000000e+01,1.255152584835886875e+00
3.000000000000000000e+01,1.242547845970839226e+00
4.000000000000000000e+01,1.240356305316090646e+00
5.000000000000000000e+01,1.022674410641193354e+00
6.000000000000000000e+01,6.456997704505920144e-01
7.000000000000000000e+01,3.897141337394714466e-01
8.000000000000000000e+01,7.905672073364257424e-02
9.000000000000000000e+01,7.697210311889648993e-02
1.000000000000000000e+02,2.075222969055175865e-02
