dynamic,controllable,controllable,controllable,controllable,controllable,output
5.462654612451350866e-02,1.506081819534301758e-01,4.825801551342010498e-01,2.739278972148895264e-01,3.124116361141204834e-01,6.566560268402099609e-01,-3.058306217193603516e+00
2.446796888653791913e-01,1.496771126985549927e-01,4.717598855495452881e-01,2.765541672706604004e-01,3.109648525714874268e-01,6.580336689949035645e-01,-3.300259590148925781e+00
3.061936720787866717e-02,1.506221294403076172e-01,4.818878769874572754e-01,2.741709649562835693e-01,3.122615218162536621e-01,6.568641066551208496e-01,-2.969158411026000977e+00
1.960211714258645876e-01,1.500525921583175659e-01,4.774245023727416992e-01,2.751927673816680908e-01,3.117295503616333008e-01,6.572191119194030762e-01,-3.321974515914916992e+00
9.462210469228209131e-02,1.505333334207534790e-01,4.827368855476379395e-01,2.738212049007415771e-01,3.124887049198150635e-01,6.565065979957580566e-01,-3.180699586868286133e+00
1.884914360107239504e-03,1.506088972091674805e-01,4.804631173610687256e-01,2.746278047561645508e-01,3.119857609272003174e-01,6.572245955467224121e-01,-2.849105834960937500e+00
1.171889986227508673e-01,1.504616886377334595e-01,4.822732508182525635e-01,2.739287614822387695e-01,3.124340772628784180e-01,6.565330624580383301e-01,-3.233871936798095703e+00
3.191190618873767093e-01,1.489679366350173950e-01,4.587780535221099854e-01,2.791486382484436035e-01,3.095183670520782471e-01,6.596465706825256348e-01,-3.166428327560424805e+00
3.017446174356364641e-01,1.491457670927047729e-01,4.622887670993804932e-01,2.785103917121887207e-01,3.098721504211425781e-01,6.592449545860290527e-01,-3.207438707351684570e+00
2.435199144552554693e-02,1.506219357252120972e-01,4.816328287124633789e-01,2.742556035518646240e-01,3.122100234031677246e-01,6.569326519966125488e-01,-2.944143056869506836e+00
2.884096639967599907e-01,1.492753475904464722e-01,4.647869467735290527e-01,2.780286371707916260e-01,3.101390898227691650e-01,6.589425802230834961e-01,-3.235093355178833008e+00
1.693035590830823389e-01,1.502170711755752563e-01,4.796464443206787109e-01,2.746191024780273438e-01,3.120523989200592041e-01,6.568892002105712891e-01,-3.309422731399536133e+00
2.557164117312401563e-01,1.495823562145233154e-01,4.701726138591766357e-01,2.769077718257904053e-01,3.107661902904510498e-01,6.582500338554382324e-01,-3.287689924240112305e+00
1.019155386421404380e-01,1.505124419927597046e-01,4.826310276985168457e-01,2.738426923751831055e-01,3.124788701534271240e-01,6.565067172050476074e-01,-3.199190378189086914e+00
2.646699208989156671e-01,1.495013982057571411e-01,4.687987267971038818e-01,2.772057354450225830e-01,3.105995655059814453e-01,6.584336757659912109e-01,-3.275524377822875977e+00
3.375515444355372541e-01,1.487739235162734985e-01,4.547352790832519531e-01,2.798332870006561279e-01,3.091399371623992920e-01,6.600785255432128906e-01,-3.117180347442626953e+00
2.789993059071829151e-01,1.493687927722930908e-01,4.664401113986968994e-01,2.776982784271240234e-01,3.103251159191131592e-01,6.587380766868591309e-01,-3.252505064010620117e+00
1.508801476468069613e-01,1.503161936998367310e-01,4.808282256126403809e-01,2.743067443370819092e-01,3.122270405292510986e-01,6.567180156707763672e-01,-3.290404081344604492e+00
1.252192696463698685e-01,1.504311412572860718e-01,4.820119738578796387e-01,2.739950418472290039e-01,3.123987913131713867e-01,6.565617918968200684e-01,-3.249868392944335938e+00
2.257976715757894492e-01,1.498224437236785889e-01,4.742180407047271729e-01,2.759839296340942383e-01,3.112857043743133545e-01,6.576879620552062988e-01,-3.315342187881469727e+00
2.080630339738233359e-01,1.499666720628738403e-01,4.762215912342071533e-01,2.754907310009002686e-01,3.115589320659637451e-01,6.573920845985412598e-01,-3.321872949600219727e+00
7.399625772304740945e-02,1.505709439516067505e-01,4.828127622604370117e-01,2.738293111324310303e-01,3.124764561653137207e-01,6.565512418746948242e-01,-3.121889114379882812e+00
4.801815455967613916e-02,1.506143361330032349e-01,4.824346005916595459e-01,2.739817202091217041e-01,3.123780190944671631e-01,6.567046046257019043e-01,-3.034865140914916992e+00
1.366436951431445335e-01,1.503854990005493164e-01,4.815515279769897461e-01,2.741164863109588623e-01,3.123326897621154785e-01,6.566230654716491699e-01,-3.269920110702514648e+00
1.863348003962518040e-01,1.501147150993347168e-01,4.783020615577697754e-01,2.749691605567932129e-01,3.118533790111541748e-01,6.570856571197509766e-01,-3.319471359252929688e+00
