evaluation,mae
2.000000000000000000e+00,1.221303238868713281e+00
1.000000000000000000e+01,1.467849063873291060e-01
2.000000000000000000e+01,1.272160339355468683e-01
3.000000000000000000e+01,1.280223274230957164e-01
4.000000000000000000e+01,3.425561904907226812e-02
5.000000000000000000e+01,1.681323051452636788e-02
6.000000000000000000e+01,1.683656692504882646e-02
7.000000000000000000e+01,1.387024879455566427e-02
8.000000000000000000e+01,1.151327133178711021e-02
9.000000000000000000e+01,1.087404251098632833e-02
1.000000000000000000e+02,1.336180686950683670e-02
