dynamic,controllable,controllable,controllable,controllable,controllable,output
8.205075875631008264e-01,2.786486195609114702e-01,6.999601788373975841e-01,2.539113327565993838e-01,1.591065151637311992e-01,5.930344908194863374e-01,6.154712316215886769e-01
8.602597117424011230e-01,2.742354571819305420e-02,7.272883057594299316e-01,5.680161714553833008e-01,4.357751309871673584e-01,5.620161890983581543e-01,2.251943945884704590e-01
8.854785561561584473e-01,2.875149548053741455e-01,6.972397565841674805e-01,2.211265563964843750e-01,3.044490814208984375e-01,5.581194758415222168e-01,5.951575040817260742e-01
8.385853171348571777e-01,2.447274625301361084e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.236058448441326618e-04
7.999376654624938965e-01,3.919859826564788818e-01,1.000000000000000000e+00,3.332904279232025146e-01,0.000000000000000000e+00,1.000000000000000000e+00,7.035526633262634277e-01
7.572477459907531738e-01,6.330028772354125977e-01,5.228869915008544922e-01,3.165753483772277832e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.808984279632568359e-01
7.318984866142272949e-01,3.260194957256317139e-01,1.000000000000000000e+00,3.608387708663940430e-01,0.000000000000000000e+00,1.000000000000000000e+00,6.720052957534790039e-01
7.519975304603576660e-01,2.493342310190200806e-01,8.904762864112854004e-01,2.373121529817581177e-01,0.000000000000000000e+00,6.597623229026794434e-01,3.160848915576934814e-01
7.843709588050842285e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.299074441194534302e-01,7.505567278712987900e-03
7.628757357597351074e-01,3.530950248241424561e-01,7.450059652328491211e-01,3.313458561897277832e-01,1.260310560464859009e-01,8.079888224601745605e-01,1.018747568130493164e+00
8.104070425033569336e-01,3.638038635253906250e-01,6.299051046371459961e-01,3.736007809638977051e-01,1.634052991867065430e-01,8.106127977371215820e-01,8.038102984428405762e-01
8.539013266563415527e-01,3.614592552185058594e-01,7.765524983406066895e-01,3.092069327831268311e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.284148924052715302e-03
8.392581939697265625e-01,3.637290298938751221e-01,7.849335074424743652e-01,3.159035444259643555e-01,2.257573902606964111e-01,9.148805737495422363e-01,1.219875931739807129e+00
8.521643280982971191e-01,4.065793752670288086e-01,7.875344157218933105e-01,2.599092125892639160e-01,6.807407140731811523e-01,1.000000000000000000e+00,9.724351018667221069e-02
8.211889863014221191e-01,6.260457038879394531e-01,8.237895965576171875e-01,2.256129533052444458e-01,1.860431581735610962e-01,9.526269435882568359e-01,8.122979402542114258e-01
8.228077888488769531e-01,3.773564696311950684e-01,8.390169739723205566e-01,3.451579511165618896e-01,2.144307643175125122e-01,9.500081539154052734e-01,1.272134661674499512e+00
8.055610656738281250e-01,3.676254153251647949e-01,8.386467099189758301e-01,1.000000000000000000e+00,1.923298090696334839e-01,1.000000000000000000e+00,1.038967728614807129e+00
8.442402482032775879e-01,3.634087741374969482e-01,8.406136631965637207e-01,1.044399067759513855e-01,1.891956478357315063e-01,1.000000000000000000e+00,1.197633862495422363e+00
8.547846674919128418e-01,3.960281908512115479e-01,8.739038109779357910e-01,3.513159453868865967e-01,2.130981087684631348e-01,8.850710988044738770e-01,1.126657247543334961e+00
8.247374296188354492e-01,3.708551824092864990e-01,8.068202733993530273e-01,4.187771677970886230e-01,1.936117112636566162e-01,1.000000000000000000e+00,1.242944955825805664e+00
8.660951852798461914e-01,3.108907043933868408e-01,8.226425051689147949e-01,3.716989755630493164e-01,2.351531982421875000e-01,1.000000000000000000e+00,1.112695455551147461e+00
9.012098312377929688e-01,4.202987253665924072e-01,8.012380599975585938e-01,2.812243998050689697e-01,2.106641232967376709e-01,9.880850911140441895e-01,1.206894516944885254e+00
9.286178946495056152e-01,4.317791163921356201e-01,8.203239440917968750e-01,0.000000000000000000e+00,2.924240231513977051e-01,1.000000000000000000e+00,9.203706383705139160e-01
9.784103631973266602e-01,3.782399594783782959e-01,8.081368803977966309e-01,3.889003992080688477e-01,1.658306568861007690e-01,9.436538815498352051e-01,1.173767328262329102e+00
9.392079114913940430e-01,4.036634862422943115e-01,7.833760380744934082e-01,0.000000000000000000e+00,1.745144724845886230e-01,9.153788089752197266e-01,1.040357708930969238e+00
9.875072836875915527e-01,4.466434121131896973e-01,7.720131278038024902e-01,7.464098334312438965e-01,2.286218255758285522e-01,8.919363617897033691e-01,8.227680325508117676e-01
9.824185967445373535e-01,4.091356694698333740e-01,8.837556838989257812e-01,4.646591544151306152e-01,1.523812264204025269e-01,1.000000000000000000e+00,1.142049670219421387e+00
9.553515315055847168e-01,3.209977149963378906e-01,8.068982362747192383e-01,5.501180291175842285e-01,1.077491566538810730e-01,1.000000000000000000e+00,1.101529717445373535e+00
9.413476586341857910e-01,5.248135328292846680e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.522116214036941528e-01,1.000000000000000000e+00,5.980433225631713867e-01
9.349752664566040039e-01,1.086820289492607117e-01,7.024008631706237793e-01,1.000000000000000000e+00,1.423094272613525391e-01,1.000000000000000000e+00,3.322641253471374512e-01
9.400601387023925781e-01,4.229024052619934082e-01,8.174492120742797852e-01,3.840439021587371826e-01,1.156395301222801208e-01,1.000000000000000000e+00,1.235850930213928223e+00
9.693464636802673340e-01,2.660481333732604980e-01,3.306564986705780029e-01,2.151785232126712799e-02,3.204513788223266602e-01,4.476005434989929199e-01,1.893125623464584351e-01
9.287078380584716797e-01,3.967013955116271973e-01,8.345824480056762695e-01,3.573035895824432373e-01,1.370687484741210938e-01,9.805079102516174316e-01,1.251434683799743652e+00
9.338669776916503906e-01,4.147998392581939697e-01,8.328359127044677734e-01,4.889073073863983154e-01,1.114742159843444824e-01,9.614303708076477051e-01,1.208728075027465820e+00
9.013313055038452148e-01,4.015696048736572266e-01,8.291115760803222656e-01,3.673364222049713135e-01,1.480565816164016724e-01,9.860786199569702148e-01,1.263850927352905273e+00
9.073261022567749023e-01,8.240026831626892090e-01,3.780740499496459961e-02,8.802220225334167480e-02,9.239305257797241211e-01,1.519837379455566406e-01,3.024163655936717987e-03
9.433822631835937500e-01,8.230697512626647949e-01,7.309617996215820312e-01,6.731385737657546997e-02,3.091551363468170166e-01,3.116293549537658691e-01,2.441406250000000000e-02
9.473167061805725098e-01,2.245084345340728760e-01,5.955290794372558594e-01,8.307873606681823730e-01,8.901658654212951660e-01,5.740389227867126465e-02,3.403344599064439535e-04
9.207233190536499023e-01,2.071553617715835571e-01,8.352002501487731934e-01,8.919861167669296265e-02,2.824410498142242432e-01,7.987509369850158691e-01,6.128032207489013672e-01
9.390363693237304688e-01,3.991948068141937256e-01,8.299248218536376953e-01,2.349049299955368042e-01,8.442350476980209351e-02,1.000000000000000000e+00,1.227090716361999512e+00
9.229192137718200684e-01,6.929647061042487621e-04,3.173778206110000610e-02,7.314925789833068848e-01,9.815706014633178711e-01,4.130112826824188232e-01,2.819499422912485898e-05
8.746765255928039551e-01,2.572743296623229980e-01,9.051796793937683105e-01,8.041256070137023926e-01,3.067122101783752441e-01,8.797958493232727051e-01,5.036906003952026367e-01
8.438937067985534668e-01,9.793944358825683594e-01,9.677621722221374512e-01,5.859358310699462891e-01,1.920123212039470673e-02,7.312718629837036133e-01,1.668782159686088562e-02
8.290100693702697754e-01,4.651546776294708252e-01,8.190256357192993164e-01,5.314691066741943359e-01,2.109571546316146851e-01,8.378533124923706055e-01,9.084374308586120605e-01
8.256559371948242188e-01,3.935396969318389893e-01,8.266303539276123047e-01,3.329015672206878662e-01,1.500808298587799072e-01,9.706252813339233398e-01,1.317041039466857910e+00
8.606090545654296875e-01,9.342395663261413574e-01,7.270132750272750854e-02,4.201919734477996826e-01,7.838330268859863281e-01,9.893043041229248047e-01,6.737684598192572594e-04
8.656156063079833984e-01,2.182896137237548828e-01,4.770029485225677490e-01,1.269080862402915955e-02,4.944031536579132080e-01,8.525878190994262695e-01,1.885508000850677490e-01
8.427408933639526367e-01,4.807453602552413940e-02,2.269027531147003174e-01,9.460008144378662109e-01,1.707574576139450073e-01,3.506176406517624855e-03,3.882485907524824142e-04
8.011347055435180664e-01,7.549591660499572754e-01,1.343070715665817261e-01,7.270959019660949707e-01,2.277376875281333923e-02,2.553262561559677124e-02,1.495270431041717529e-01
7.972231507301330566e-01,3.501180708408355713e-01,6.228609681129455566e-01,4.478380978107452393e-01,1.482002586126327515e-01,9.720149636268615723e-01,7.423754334449768066e-01
7.980487346649169922e-01,3.377949893474578857e-01,8.146975636482238770e-01,6.026810407638549805e-01,8.007261902093887329e-03,8.495013117790222168e-01,7.992131710052490234e-01
