evaluation,mae
2.000000000000000000e+00,1.001308991909027002e+00
1.000000000000000000e+01,5.492471194267273260e-01
2.000000000000000000e+01,5.082148528099059703e-01
3.000000000000000000e+01,4.304001092910766380e-01
4.000000000000000000e+01,3.228022122383117920e-01
5.000000000000000000e+01,1.704726886749267645e-01
6.000000000000000000e+01,1.238531017303466791e-01
7.000000000000000000e+01,1.116080665588378845e-01
8.000000000000000000e+01,7.640010833740235041e-02
9.000000000000000000e+01,8.418733596801758479e-02
1.000000000000000000e+02,9.600512981414795199e-02
