dynamic,controllable,controllable,controllable,controllable,controllable,output
7.410612594295882261e-01,1.464637368917465210e-01,3.680982887744903564e-01,2.878825664520263672e-01,3.047689795494079590e-01,6.656236648559570312e-01,-1.398327469825744629e+00
9.536341329700315228e-01,4.064538478851318359e-01,8.270370960235595703e-01,2.980772852897644043e-01,1.291342973709106445e-01,9.850122928619384766e-01,-1.245927810668945312e+00
7.708373545928327575e-01,3.935686647891998291e-01,8.198729753494262695e-01,2.916766405105590820e-01,1.672829240560531616e-01,9.603767395019531250e-01,-1.364620804786682129e+00
9.437238898193336389e-01,4.060557484626770020e-01,8.268253207206726074e-01,2.975946664810180664e-01,1.305565237998962402e-01,9.842301607131958008e-01,-1.250642299652099609e+00
7.620142052791837317e-01,3.924580514430999756e-01,8.192238211631774902e-01,2.914633452892303467e-01,1.699508726596832275e-01,9.583165645599365234e-01,-1.372547149658203125e+00
9.344671669672725001e-01,4.056641161441802979e-01,8.266161084175109863e-01,2.971616387367248535e-01,1.319387257099151611e-01,9.834613204002380371e-01,-1.255186796188354492e+00
9.710628611772830210e-01,4.071035385131835938e-01,8.273816108703613281e-01,2.989771664142608643e-01,1.267714053392410278e-01,9.862923026084899902e-01,-1.237997531890869141e+00
8.853149285067650753e-01,4.032040834426879883e-01,8.252909779548645020e-01,2.951252758502960205e-01,1.402239650487899780e-01,9.786661267280578613e-01,-1.281815648078918457e+00
9.188423484840686495e-01,4.049547910690307617e-01,8.262358903884887695e-01,2.964619696140289307e-01,1.343950927257537842e-01,9.820739626884460449e-01,-1.263180971145629883e+00
7.149090888610635242e-01,1.464308649301528931e-01,3.699053227901458740e-01,2.877663075923919678e-01,3.048407733440399170e-01,6.654809713363647461e-01,-1.512398481369018555e+00
7.526522185920923036e-01,3.911899626255035400e-01,8.184768557548522949e-01,2.912427783012390137e-01,1.728979647159576416e-01,9.559785127639770508e-01,-1.381254434585571289e+00
8.722533131712020271e-01,4.024237692356109619e-01,8.248676061630249023e-01,2.946521937847137451e-01,1.427182257175445557e-01,9.771563410758972168e-01,-1.289669036865234375e+00
8.033480860537437485e-01,3.970868885517120361e-01,8.218939304351806641e-01,2.925132811069488525e-01,1.582767963409423828e-01,9.669648408889770508e-01,-1.337564349174499512e+00
6.954638015434370102e-01,1.464209109544754028e-01,3.716163337230682373e-01,2.876606285572052002e-01,3.049023747444152832e-01,6.653707027435302734e-01,-1.599221825599670410e+00
8.452901686751094212e-01,4.006073474884033203e-01,8.238672614097595215e-01,2.937441766262054443e-01,1.482987105846405029e-01,9.736602902412414551e-01,-1.307043552398681641e+00
9.788677021561720260e-01,4.073756039142608643e-01,8.275251388549804688e-01,2.993983924388885498e-01,1.257669627666473389e-01,9.868287444114685059e-01,-1.234588623046875000e+00
8.369681302192579775e-01,3.999826908111572266e-01,8.235206007957458496e-01,2.934854924678802490e-01,1.501463800668716431e-01,9.724643826484680176e-01,-1.312744140625000000e+00
8.241312926595841803e-01,3.989517390727996826e-01,8.229452967643737793e-01,2.931004464626312256e-01,1.531203985214233398e-01,9.704986810684204102e-01,-1.321871876716613770e+00
7.805563688744117101e-01,3.947094380855560303e-01,8.205339312553405762e-01,2.919172048568725586e-01,1.644609570503234863e-01,9.625015854835510254e-01,-1.356189012527465820e+00
8.592269248832746786e-01,4.015846252441406250e-01,8.244063258171081543e-01,2.942026257514953613e-01,1.453389674425125122e-01,9.755363464355468750e-01,-1.297860383987426758e+00
8.986418570009623297e-01,4.039411544799804688e-01,8.256901502609252930e-01,2.956362962722778320e-01,1.378124356269836426e-01,9.800964593887329102e-01,-1.274155020713806152e+00
9.115776318871349204e-01,4.046040177345275879e-01,8.260480165481567383e-01,2.961612939834594727e-01,1.355913579463958740e-01,9.813882708549499512e-01,-1.267042160034179688e+00
9.980438099465804846e-01,4.079961180686950684e-01,8.278524279594421387e-01,3.005041182041168213e-01,1.234385147690773010e-01,9.880567789077758789e-01,-1.226566076278686523e+00
8.088282660905737886e-01,3.976033627986907959e-01,8.221879005432128906e-01,2.926678061485290527e-01,1.568730175495147705e-01,9.679398536682128906e-01,-1.333312034606933594e+00
7.199700511676755399e-01,1.464350372552871704e-01,3.695134520530700684e-01,2.877907454967498779e-01,3.048254549503326416e-01,6.655092239379882812e-01,-1.490067601203918457e+00
