evaluation,mae
2.000000000000000000e+00,3.166813435778021990e+00
1.000000000000000000e+01,2.002268584221601699e+00
2.000000000000000000e+01,1.881025357246398855e+00
3.000000000000000000e+01,1.755339113473892265e+00
4.000000000000000000e+01,1.750778760910034260e+00
5.000000000000000000e+01,1.175118553638458296e+00
6.000000000000000000e+01,1.861108047962188650e+00
7.000000000000000000e+01,1.865140299797058088e+00
8.000000000000000000e+01,1.822648415565490732e+00
9.000000000000000000e+01,1.819034119844436637e+00
1.000000000000000000e+02,1.564650053977966415e+00
