evaluation,mae
2.000000000000000000e+00,2.564958557188510735e+00
1.000000000000000000e+01,2.220844515562057531e+00
2.000000000000000000e+01,2.391995919942855764e+00
3.000000000000000000e+01,1.055585641860961932e+00
4.000000000000000000e+01,3.743605518341064364e-01
5.000000000000000000e+01,1.985575914382934626e-01
6.000000000000000000e+01,2.889234614372253596e-01
7.000000000000000000e+01,2.914707374572753640e-01
8.000000000000000000e+01,3.026647377014159979e-01
9.000000000000000000e+01,3.086086463928222612e-01
1.000000000000000000e+02,3.064880347251892068e-01
