dynamic,controllable,controllable,controllable,controllable,controllable,output
9.971724957022183311e-01,8.432660976241360684e-01,1.993916872045981004e-01,4.714382524170315225e-01,1.741544824869895036e-01,9.746351528319081581e-01,2.295796523326384259e-02
9.566519856452941895e-01,6.891882419586181641e-01,1.885795146226882935e-01,9.284884333610534668e-01,9.714313149452209473e-01,5.933929681777954102e-01,5.046282240073196590e-05
9.250637888908386230e-01,1.254725009202957153e-01,9.645972847938537598e-01,1.510508917272090912e-02,1.696390099823474884e-03,2.981230318546295166e-01,1.323707681149244308e-02
9.646357893943786621e-01,4.033481329679489136e-02,1.033115237951278687e-01,9.747044183313846588e-03,3.904965892434120178e-02,7.293057441711425781e-02,4.416812211275100708e-03
9.503186345100402832e-01,9.642975330352783203e-01,8.920505046844482422e-01,8.849803805351257324e-01,9.003112316131591797e-01,8.895348310470581055e-01,2.630415256135165691e-04
9.699484705924987793e-01,1.181516423821449280e-01,7.557711750268936157e-02,9.417778849601745605e-01,4.984172061085700989e-02,9.743909239768981934e-01,1.147031784057617188e-03
9.423534870147705078e-01,8.853660821914672852e-01,6.557648181915283203e-01,7.686478551477193832e-03,9.724364280700683594e-01,1.460442841053009033e-01,7.985536358319222927e-04
9.095188379287719727e-01,8.360120654106140137e-02,8.647646903991699219e-01,7.640837226063013077e-03,1.720522716641426086e-02,4.244591295719146729e-01,3.762985020875930786e-02
8.852071762084960938e-01,9.630661606788635254e-01,9.744033217430114746e-01,9.595342874526977539e-01,5.609269253909587860e-03,4.042735993862152100e-01,2.393394941464066505e-03
9.054274559020996094e-01,3.269164590165019035e-03,2.517810165882110596e-01,2.783393138088285923e-04,8.854628801345825195e-01,1.296791899949312210e-02,6.975298310862854123e-05
9.120177626609802246e-01,2.423581033945083618e-01,9.993774890899658203e-01,4.180421680212020874e-02,3.022602014243602753e-02,1.075053215026855469e-01,4.624302964657545090e-03
9.347690343856811523e-01,1.189204119145870209e-02,6.501743793487548828e-01,6.424862146377563477e-02,9.846434593200683594e-01,9.923878312110900879e-01,6.341061671264469624e-04
9.619895219802856445e-01,2.242671251296997070e-01,9.970920681953430176e-01,9.174945950508117676e-01,8.879919536411762238e-03,5.345911905169487000e-02,2.213690022472292185e-04
9.496762156486511230e-01,9.192874431610107422e-01,1.264902353286743164e-01,8.110127449035644531e-01,9.607606530189514160e-01,9.285187125205993652e-01,2.418491931166499853e-06
9.347414374351501465e-01,9.119676947593688965e-01,3.878384083509445190e-02,2.548483312129974365e-01,1.222433708608150482e-02,1.501973271369934082e-01,9.880210272967815399e-03
9.532898664474487305e-01,9.968013167381286621e-01,8.608781546354293823e-02,8.052123785018920898e-01,1.740518375299870968e-03,9.223453998565673828e-01,3.843188169412314892e-04
9.194810390472412109e-01,9.740198254585266113e-01,8.185319304466247559e-01,3.481987491250038147e-02,9.955535531044006348e-01,4.931713268160820007e-02,1.671426347456872463e-03
8.934408426284790039e-01,1.709580719470977783e-01,9.149369001388549805e-01,8.999327197670936584e-03,9.243460893630981445e-01,2.599778212606906891e-02,7.528718560934066772e-05
9.200494289398193359e-01,2.877790629863739014e-01,9.785864949226379395e-01,2.883240347728133202e-03,1.181310694664716721e-02,3.946843147277832031e-01,2.399978600442409515e-02
9.157436490058898926e-01,1.523764431476593018e-02,8.463724702596664429e-02,2.203505299985408783e-02,4.658244252204895020e-01,5.858961343765258789e-01,1.876189261674880981e-01
8.660659193992614746e-01,6.894227862358093262e-02,2.164293676614761353e-01,4.750855267047882080e-01,2.614276409149169922e-01,3.183540403842926025e-01,2.254706025123596191e-01
8.837327957153320312e-01,5.202830726210330400e-17,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.401972644496709108e-04
8.446087241172790527e-01,8.121429383754730225e-02,4.659729897975921631e-01,2.069709151983261108e-01,9.209855198860168457e-01,5.787093639373779297e-01,5.841357633471488953e-03
8.546969294548034668e-01,6.078989803791046143e-02,4.286397621035575867e-02,6.204426884651184082e-01,2.377440631389617920e-01,2.610460519790649414e-01,6.566258519887924194e-02
8.205099701881408691e-01,9.721179008483886719e-01,9.961973428726196289e-01,8.872605562210083008e-01,1.745587587356567383e-01,9.440087676048278809e-01,2.972785942256450653e-02
8.598452210426330566e-01,9.302852153778076172e-01,8.783870339393615723e-01,2.302742749452590942e-01,3.181913197040557861e-01,9.812892675399780273e-01,8.232370764017105103e-02
8.994363546371459961e-01,9.965950846672058105e-01,2.740768250077962875e-03,7.374870777130126953e-01,2.249987423419952393e-01,8.470172882080078125e-01,4.692518617957830429e-03
8.876158595085144043e-01,8.527939915657043457e-01,2.267145924270153046e-02,7.394011318683624268e-02,9.443203210830688477e-01,1.260592788457870483e-01,3.988376352936029434e-03
8.897914886474609375e-01,2.645353674888610840e-01,4.773883149027824402e-02,9.277225136756896973e-01,9.475605934858322144e-02,9.999911189079284668e-01,2.200464252382516861e-03
8.921995759010314941e-01,9.865288138389587402e-01,9.725635647773742676e-01,8.331938982009887695e-01,7.413097023963928223e-01,1.801189929246902466e-01,1.914786361157894135e-02
9.335358142852783203e-01,7.553042471408843994e-02,9.260424375534057617e-01,9.381990432739257812e-01,4.340346902608871460e-02,1.110956445336341858e-01,1.958226494025439024e-04
9.372623562812805176e-01,2.471937611699104309e-02,1.528979092836380005e-01,9.019997119903564453e-01,8.803705871105194092e-02,8.623137474060058594e-01,4.706895910203456879e-03
9.168550968170166016e-01,2.481787353754043579e-01,1.292425841093063354e-01,9.613664150238037109e-01,2.377786785364151001e-01,9.818600416183471680e-01,3.115865401923656464e-03
8.940618634223937988e-01,5.942346993833780289e-03,5.477787181735038757e-02,9.489238858222961426e-01,1.512040197849273682e-01,4.295115545392036438e-02,2.802960807457566261e-04
9.382655620574951172e-01,5.925556421279907227e-01,9.958592653274536133e-01,9.580698609352111816e-01,9.459551572799682617e-01,9.672687053680419922e-01,1.671282225288450718e-03
9.186773896217346191e-01,9.738082885742187500e-01,1.147179156541824341e-01,8.503289222717285156e-01,9.952042102813720703e-01,7.631104588508605957e-01,1.036146113619906828e-05
9.663281440734863281e-01,9.958100914955139160e-01,9.168348312377929688e-01,4.348851367831230164e-02,9.843357801437377930e-01,2.921040952205657959e-01,3.122240887023508549e-04
9.296540021896362305e-01,9.806274771690368652e-01,1.901637646369636059e-03,9.613379240036010742e-01,7.365016937255859375e-01,9.856759905815124512e-01,9.939758456312119961e-06
9.048861265182495117e-01,9.853140115737915039e-01,6.544746756553649902e-01,9.985373020172119141e-01,8.987455368041992188e-01,2.002671509981155396e-01,4.489108454436063766e-03
8.669893741607666016e-01,5.138110741972923279e-02,7.483421266078948975e-02,8.262584805488586426e-01,5.569693446159362793e-01,1.857161708176136017e-02,6.786257727071642876e-04
8.847487568855285645e-01,2.159204185009002686e-01,2.266041934490203857e-01,4.739485215395689011e-03,8.657387644052505493e-02,9.770883321762084961e-01,7.552620023488998413e-02
8.598188161849975586e-01,2.015667259693145752e-01,8.188259601593017578e-01,4.440568089485168457e-01,8.755941987037658691e-01,8.523765802383422852e-01,6.457487121224403381e-03
9.026945233345031738e-01,7.382580637931823730e-01,1.313097495585680008e-02,5.124242305755615234e-01,1.682823002338409424e-01,6.248412188142538071e-03,3.911205008625984192e-02
9.043999314308166504e-01,1.487960368394851685e-01,9.577677845954895020e-01,3.864189982414245605e-01,1.699054613709449768e-02,9.643707275390625000e-01,4.569925367832183838e-01
9.459507465362548828e-01,5.018018484115600586e-01,8.321803808212280273e-01,3.722001612186431885e-01,2.153174020349979401e-02,5.925773382186889648e-01,1.670897454023361206e-01
9.724279046058654785e-01,1.925314404070377350e-02,1.919298917055130005e-01,3.429342806339263916e-01,4.905768632888793945e-01,9.352794885635375977e-01,1.597968935966491699e-01
1.000000000000000000e+00,1.874953359365463257e-01,3.102864623069763184e-01,6.009684205055236816e-01,9.962570071220397949e-01,2.201955616474151611e-01,1.215053198393434286e-04
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.780224621295928955e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.377377957105636597e-01
9.917806386947631836e-01,3.588491678237915039e-01,7.632169127464294434e-01,2.641669511795043945e-01,3.599069118499755859e-01,9.431213140487670898e-01,7.590361237525939941e-01
1.000000000000000000e+00,1.747109591960906982e-01,1.000000000000000000e+00,2.582308053970336914e-01,2.802262306213378906e-01,1.000000000000000000e+00,4.131652712821960449e-01
9.870948195457458496e-01,6.886028051376342773e-01,1.004757732152938843e-02,2.272233366966247559e-01,3.517933785915374756e-01,5.464732646942138672e-01,1.327768564224243164e-01
9.573557376861572266e-01,6.381015181541442871e-01,4.555661380290985107e-01,2.789382040500640869e-01,6.082340478897094727e-01,8.268347978591918945e-01,5.008288472890853882e-02
9.622604846954345703e-01,7.714650630950927734e-01,7.569330930709838867e-01,1.806151568889617920e-01,6.596371531486511230e-01,9.810413122177124023e-01,2.960496023297309875e-02
1.000000000000000000e+00,3.645876348018646240e-01,5.421135425567626953e-01,2.801767587661743164e-01,2.595409750938415527e-01,7.048422694206237793e-01,4.594444930553436279e-01
9.603042602539062500e-01,3.208047449588775635e-01,8.016277551651000977e-01,2.731579244136810303e-01,3.709943592548370361e-01,9.817458391189575195e-01,7.488844394683837891e-01
9.982656836509704590e-01,3.478106260299682617e-01,9.520780444145202637e-01,2.516869604587554932e-01,3.971746563911437988e-01,1.000000000000000000e+00,5.140936970710754395e-01
1.000000000000000000e+00,0.000000000000000000e+00,7.172619104385375977e-01,3.209151327610015869e-01,3.654376566410064697e-01,1.000000000000000000e+00,2.418053746223449707e-01
9.523913264274597168e-01,3.416980206966400146e-01,5.914974808692932129e-01,2.042617797851562500e-01,4.356971085071563721e-01,9.969395995140075684e-01,3.167161345481872559e-01
9.263231754302978516e-01,3.260433077812194824e-01,6.106430888175964355e-01,2.882714569568634033e-01,3.435562551021575928e-01,9.303819537162780762e-01,5.936213731765747070e-01
8.918856978416442871e-01,3.478851318359375000e-01,4.683498144149780273e-01,3.581168949604034424e-01,3.563110828399658203e-01,1.048053056001663208e-01,5.490066111087799072e-02
9.101351499557495117e-01,3.487643599510192871e-01,4.157730042934417725e-01,3.756501376628875732e-01,3.726792037487030029e-01,9.082318544387817383e-01,3.799519836902618408e-01
9.444766044616699219e-01,2.880915701389312744e-01,8.147163987159729004e-01,2.079478204250335693e-01,1.192137300968170166e-01,7.139605879783630371e-01,5.368162393569946289e-01
9.589931368827819824e-01,3.416480720043182373e-01,7.769945859909057617e-01,2.694579660892486572e-01,4.219857510179281235e-03,6.814003586769104004e-01,3.243919312953948975e-01
9.132620096206665039e-01,2.583083212375640869e-01,2.258272469043731689e-01,2.085447311401367188e-01,3.245757520198822021e-01,6.805232763290405273e-01,6.532132625579833984e-01
8.843929171562194824e-01,2.804979383945465088e-01,9.994862675666809082e-01,2.645990252494812012e-01,4.500346779823303223e-01,8.130568861961364746e-01,3.671480417251586914e-01
8.806312084197998047e-01,2.643247246742248535e-01,5.121250748634338379e-01,2.229524403810501099e-01,2.787816226482391357e-01,7.167996764183044434e-01,7.690653204917907715e-01
8.661613464355468750e-01,3.160233795642852783e-01,7.565578445792198181e-03,2.309367507696151733e-01,2.608011960983276367e-01,9.403934478759765625e-01,3.417191207408905029e-01
8.687140345573425293e-01,2.771058082580566406e-01,7.054654359817504883e-01,2.404680550098419189e-01,2.738084793090820312e-01,8.257364034652709961e-01,9.210387468338012695e-01
8.759011030197143555e-01,2.417059093713760376e-01,4.951165616512298584e-01,2.172281146049499512e-01,1.929657310247421265e-01,9.610564112663269043e-01,4.299518167972564697e-01
8.408467173576354980e-01,3.346355855464935303e-01,9.521616697311401367e-01,1.083809211850166321e-01,1.933063715696334839e-01,8.831450939178466797e-01,8.522971868515014648e-01
8.865934014320373535e-01,3.222458958625793457e-01,8.056843280792236328e-01,1.681807190179824829e-01,2.531430125236511230e-01,8.788745999336242676e-01,1.025963068008422852e+00
8.666157722473144531e-01,1.524146199226379395e-01,7.638179659843444824e-01,2.491068243980407715e-01,1.816816776990890503e-01,7.821106910705566406e-01,7.339567542076110840e-01
8.461686968803405762e-01,3.343548178672790527e-01,7.984203696250915527e-01,8.102076500654220581e-02,2.350696176290512085e-01,8.928202390670776367e-01,1.039370059967041016e+00
8.781530857086181641e-01,3.351399898529052734e-01,8.029767274856567383e-01,0.000000000000000000e+00,2.317453324794769287e-01,9.029608368873596191e-01,9.604419469833374023e-01
8.519043326377868652e-01,3.388642668724060059e-01,8.063759803771972656e-01,2.507543265819549561e-01,2.391317486763000488e-01,8.961733579635620117e-01,1.167121052742004395e+00
8.126227259635925293e-01,3.589491844177246094e-01,8.051878213882446289e-01,3.569862544536590576e-01,2.242873907089233398e-01,9.119932055473327637e-01,1.248854160308837891e+00
8.195275664329528809e-01,3.732987344264984131e-01,8.073999881744384766e-01,4.559811353683471680e-01,2.141438871622085571e-01,9.239913821220397949e-01,1.199784636497497559e+00
8.483305573463439941e-01,3.829902112483978271e-01,7.127208709716796875e-01,6.100111603736877441e-01,2.903915643692016602e-01,9.108722209930419922e-01,7.546184062957763672e-01
8.846829533576965332e-01,3.902386426925659180e-01,8.174123167991638184e-01,3.173125386238098145e-01,1.877366155385971069e-01,9.587597250938415527e-01,1.257806777954101562e+00
