evaluation,mae
2.000000000000000000e+00,1.176096380650997197e+00
1.000000000000000000e+01,1.221812077462673285e+00
2.000000000000000000e+01,8.944731414318084495e-01
3.000000000000000000e+01,4.885341548919677757e-01
4.000000000000000000e+01,4.689082574844360418e-01
5.000000000000000000e+01,1.894016981124878041e-01
6.000000000000000000e+01,3.351695537567138394e-02
7.000000000000000000e+01,1.696205139160156250e-02
8.000000000000000000e+01,1.791481971740722587e-02
9.000000000000000000e+01,2.158137321472167885e-02
1.000000000000000000e+02,1.575734615325927873e-02
