evaluation,mape
2.000000000000000000e+00,9.129055031117359054e-01
1.000000000000000000e+01,6.131750406195531911e-01
2.000000000000000000e+01,5.090427320492812990e-01
3.000000000000000000e+01,5.031224522470028049e-01
4.000000000000000000e+01,1.769914437444551347e-01
5.000000000000000000e+01,1.916274376591828865e-01
6.000000000000000000e+01,1.409821908052091566e-01
7.000000000000000000e+01,1.116143665164161386e-01
8.000000000000000000e+01,1.081169395550780760e-01
9.000000000000000000e+01,1.106354844112850538e-01
1.000000000000000000e+02,1.094760392186142212e-01
