evaluation,mape
2.000000000000000000e+00,8.636209270186667730e-01
1.000000000000000000e+01,8.929429865009086420e-01
2.000000000000000000e+01,8.906971329640246404e-01
3.000000000000000000e+01,6.906529189104912980e-01
4.000000000000000000e+01,2.259059529904677288e-01
5.000000000000000000e+01,5.127779527181623720e-02
6.000000000000000000e+01,5.947669914091714694e-02
7.000000000000000000e+01,4.071530952017488048e-02
8.000000000000000000e+01,4.362113151702236291e-02
9.000000000000000000e+01,5.745160952950618960e-02
1.000000000000000000e+02,5.920945755437886926e-02
