evaluation,mape
2.000000000000000000e+00,9.323896473386885653e-01
1.000000000000000000e+01,8.243411790069606893e-01
2.000000000000000000e+01,6.252067091585457037e-01
3.000000000000000000e+01,1.243739813057799792e-01
4.000000000000000000e+01,8.011029776333261632e-02
5.000000000000000000e+01,5.484832709293950559e-02
6.000000000000000000e+01,5.372432595610786288e-02
7.000000000000000000e+01,6.448182560024938448e-02
8.000000000000000000e+01,6.575852615564803383e-02
9.000000000000000000e+01,6.199136588845399060e-02
1.000000000000000000e+02,6.602225595118516033e-02
