evaluation,mape
2.000000000000000000e+00,9.477943564310907787e-01
1.000000000000000000e+01,7.315701045455693663e-01
2.000000000000000000e+01,8.748591502295132161e-01
3.000000000000000000e+01,4.099766706471330568e-01
4.000000000000000000e+01,2.648570873602710818e-01
5.000000000000000000e+01,1.606680378476577353e-01
6.000000000000000000e+01,1.801319111065215473e-01
7.000000000000000000e+01,1.753245452511178748e-01
8.000000000000000000e+01,2.631490454188215589e-01
9.000000000000000000e+01,2.685415891874877170e-01
1.000000000000000000e+02,2.598703898207746499e-01
