evaluation,mape
2.000000000000000000e+00,9.785270202542932783e-01
1.000000000000000000e+01,7.528151159973718309e-01
2.000000000000000000e+01,5.622677353126834809e-01
3.000000000000000000e+01,3.346665795479187855e-01
4.000000000000000000e+01,2.757414936189281351e-01
5.000000000000000000e+01,8.249199692816480689e-02
6.000000000000000000e+01,8.118803378247602121e-02
7.000000000000000000e+01,8.175606684226316423e-02
8.000000000000000000e+01,8.143546077340819977e-02
9.000000000000000000e+01,8.321829728534996251e-02
1.000000000000000000e+02,2.161354610184362465e-02
