evaluation,mape
2.000000000000000000e+00,7.668292293085262612e-01
1.000000000000000000e+01,4.429270669139515615e-01
2.000000000000000000e+01,2.676350678370671421e-01
3.000000000000000000e+01,3.726742236453190471e-01
4.000000000000000000e+01,4.038141625519927613e-01
5.000000000000000000e+01,3.979736767306736311e-01
6.000000000000000000e+01,2.190265169512092547e-01
7.000000000000000000e+01,1.506702754391472665e-01
8.000000000000000000e+01,1.473970400645668311e-01
9.000000000000000000e+01,1.516877086880343284e-01
1.000000000000000000e+02,1.560754846707694266e-01
