evaluation,mae
2.000000000000000000e+00,1.735145208835601860e+00
1.000000000000000000e+01,1.484064238071441721e+00
2.000000000000000000e+01,2.064874504804611099e+00
3.000000000000000000e+01,1.199230537414550879e+00
4.000000000000000000e+01,1.001227946281433079e+00
5.000000000000000000e+01,9.957394528388977539e-01
6.000000000000000000e+01,1.023732955455780136e+00
7.000000000000000000e+01,1.026534962654113814e+00
8.000000000000000000e+01,1.021633741855621391e+00
9.000000000000000000e+01,9.962710022926331010e-01
1.000000000000000000e+02,9.910741543769836515e-01
