evaluation,mae
2.000000000000000000e+00,2.405303403735160828e+00
1.000000000000000000e+01,2.172937265634536708e+00
2.000000000000000000e+01,1.970986396074295044e+00
3.000000000000000000e+01,1.976540996432304409e+00
4.000000000000000000e+01,1.936866730451583862e+00
5.000000000000000000e+01,1.248112397193908762e+00
6.000000000000000000e+01,9.768023276329040883e-01
7.000000000000000000e+01,5.348985815048217241e-01
8.000000000000000000e+01,4.886909341812133989e-01
9.000000000000000000e+01,2.852484321594238037e-01
1.000000000000000000e+02,2.793906593322754150e-01
