evaluation,mae
2.000000000000000000e+00,2.392667378187179672e+00
1.000000000000000000e+01,2.009294456243515103e+00
2.000000000000000000e+01,2.061999477744102638e+00
3.000000000000000000e+01,1.317137286663055518e+00
4.000000000000000000e+01,1.069037246704101607e+00
5.000000000000000000e+01,5.936591529846191317e-01
6.000000000000000000e+01,6.153803205490112616e-01
7.000000000000000000e+01,8.986728775501251487e-01
8.000000000000000000e+01,1.185414757728576740e+00
9.000000000000000000e+01,1.200210669040679967e+00
1.000000000000000000e+02,1.274339706897735569e+00
