evaluation,mae
2.000000000000000000e+00,2.209374297857284564e+00
1.000000000000000000e+01,2.138893812894821167e+00
2.000000000000000000e+01,1.692325413227081299e+00
3.000000000000000000e+01,6.946009349822998002e-01
4.000000000000000000e+01,1.851532101631164495e-01
5.000000000000000000e+01,1.652745962142944391e-01
6.000000000000000000e+01,1.586266374588012618e-01
7.000000000000000000e+01,1.586714267730712780e-01
8.000000000000000000e+01,1.528825950622558494e-01
9.000000000000000000e+01,1.657917189598083485e-01
1.000000000000000000e+02,1.617179036140442006e-01
