evaluation,mae
2.000000000000000000e+00,1.886562743186950719e+00
1.000000000000000000e+01,1.475772643089294345e+00
2.000000000000000000e+01,1.990298703312873840e+00
3.000000000000000000e+01,1.994595160484313956e+00
4.000000000000000000e+01,1.925860573053360003e+00
5.000000000000000000e+01,4.298431158065795787e-01
6.000000000000000000e+01,2.833762884140014759e-01
7.000000000000000000e+01,1.979141473770141546e-01
8.000000000000000000e+01,8.993485450744628795e-02
9.000000000000000000e+01,6.612067222595215121e-02
1.000000000000000000e+02,5.867577552795410351e-02
