evaluation,mae
2.000000000000000000e+00,2.859754040241241579e+00
1.000000000000000000e+01,2.843099614977836698e+00
2.000000000000000000e+01,1.630085639953613219e+00
3.000000000000000000e+01,4.941055488586425515e-01
4.000000000000000000e+01,2.730923652648925906e-02
5.000000000000000000e+01,5.343088150024413729e-02
6.000000000000000000e+01,5.588968276977539229e-02
7.000000000000000000e+01,4.828993797302245927e-02
8.000000000000000000e+01,2.899250984191894392e-02
9.000000000000000000e+01,3.051702499389648271e-02
1.000000000000000000e+02,3.232409477233886413e-02
