evaluation,mae
2.000000000000000000e+00,2.715747986137866832e+00
1.000000000000000000e+01,1.755517921447753871e+00
2.000000000000000000e+01,4.119393539428710671e-01
3.000000000000000000e+01,9.847124576568604126e-02
4.000000000000000000e+01,3.582542419433593778e-02
5.000000000000000000e+01,4.944046020507812667e-02
6.000000000000000000e+01,7.287137985229491521e-02
7.000000000000000000e+01,9.399031639099121593e-02
8.000000000000000000e+01,1.087500810623169001e-01
9.000000000000000000e+01,1.127440929412841797e-01
1.000000000000000000e+02,1.228296327590942399e-01
