evaluation,mae
2.000000000000000000e+00,2.745854839086532717e+00
1.000000000000000000e+01,2.730306986197829300e+00
2.000000000000000000e+01,2.773168853200040918e+00
3.000000000000000000e+01,2.724022287130355657e+00
4.000000000000000000e+01,2.744341525733470899e+00
5.000000000000000000e+01,2.752427878826856578e+00
6.000000000000000000e+01,2.758483244478702634e+00
7.000000000000000000e+01,2.754656529873609649e+00
8.000000000000000000e+01,4.586849689483642467e-01
9.000000000000000000e+01,3.966327571868896729e-01
1.000000000000000000e+02,3.995430183410644265e-01
