evaluation,mae
2.000000000000000000e+00,2.350691603422164988e+00
1.000000000000000000e+01,2.034240183830261284e+00
2.000000000000000000e+01,4.751639795303344571e-01
3.000000000000000000e+01,1.447688102722168024e-01
4.000000000000000000e+01,1.123915290832519509e-01
5.000000000000000000e+01,6.070854663848877092e-02
6.000000000000000000e+01,7.544567108154297264e-02
7.000000000000000000e+01,7.715243339538574441e-02
8.000000000000000000e+01,3.859891891479492326e-02
9.000000000000000000e+01,3.066906452178955189e-02
1.000000000000000000e+02,3.060752868652343722e-02
