evaluation,mae
2.000000000000000000e+00,5.713027763366699263e-01
1.000000000000000000e+01,7.941613626480102939e-01
2.000000000000000000e+01,9.276088571548462003e-01
3.000000000000000000e+01,4.078716802597046054e-01
4.000000000000000000e+01,4.008246588706970148e-01
5.000000000000000000e+01,4.523767971992492809e-01
6.000000000000000000e+01,4.793924319744110041e-01
7.000000000000000000e+01,4.855599904060363681e-01
8.000000000000000000e+01,4.984878349304199263e-01
9.000000000000000000e+01,3.466549682617187655e-01
1.000000000000000000e+02,9.108697891235351118e-02
